,date,stringency_index_average
192084,2020-10-11,66.2
192085,2020-10-12,66.2
192086,2020-10-13,66.2
192087,2020-10-14,66.2
192088,2020-10-15,66.2
192089,2020-10-16,66.2
192090,2020-10-17,66.2
192091,2020-10-18,66.2
192092,2020-10-19,66.2
192093,2020-10-20,66.2
192094,2020-10-21,66.2
192095,2020-10-22,66.2
192096,2020-10-23,66.2
192097,2020-10-24,66.2
192098,2020-10-25,66.2
192099,2020-10-26,66.2
192100,2020-10-27,66.2
192101,2020-10-28,66.2
192102,2020-10-29,66.2
192103,2020-10-30,66.2
192104,2020-10-31,66.2
192105,2020-11-01,66.2
192106,2020-11-02,66.2
192107,2020-11-03,66.2
192108,2020-11-04,66.2
192109,2020-11-05,66.2
192110,2020-11-06,66.2
192111,2020-11-07,66.2
192112,2020-11-08,66.2
192113,2020-11-09,68.98
192114,2020-11-10,68.98
192115,2020-11-11,68.98
192116,2020-11-12,68.98
192117,2020-11-13,68.98
192118,2020-11-14,68.98
192119,2020-11-15,68.98
192120,2020-11-16,75.46
192121,2020-11-17,75.46
192122,2020-11-18,75.46
192123,2020-11-19,75.46
192124,2020-11-20,75.46
192125,2020-11-21,75.46
192126,2020-11-22,75.46
192127,2020-11-23,75.46
192128,2020-11-24,75.46
192129,2020-11-25,75.46
192130,2020-11-26,75.46
192131,2020-11-27,75.46
192132,2020-11-28,75.46
192133,2020-11-29,75.46
192134,2020-11-30,75.46
192135,2020-12-01,75.46
192136,2020-12-02,71.76
192137,2020-12-03,71.76
192138,2020-12-04,71.76
192139,2020-12-05,71.76
192140,2020-12-06,71.76
192141,2020-12-07,71.76
192142,2020-12-08,71.76
192143,2020-12-09,71.76
192144,2020-12-10,71.76
192145,2020-12-11,71.76
192146,2020-12-12,71.76
192147,2020-12-13,71.76
192148,2020-12-14,71.76
192149,2020-12-15,71.76
192150,2020-12-16,71.76
192151,2020-12-17,71.76
192152,2020-12-18,71.76
192153,2020-12-19,71.76
192154,2020-12-20,71.76
192155,2020-12-21,71.76
192156,2020-12-22,71.76
192157,2020-12-23,71.76
192158,2020-12-24,71.76
192159,2020-12-25,71.76
192160,2020-12-26,71.76
192161,2020-12-27,71.76
192162,2020-12-28,71.76
192163,2020-12-29,71.76
192164,2020-12-30,71.76
192165,2020-12-31,71.76
192166,2021-01-01,71.76
192167,2021-01-02,71.76
192168,2021-01-03,71.76
192169,2021-01-04,71.76
192170,2021-01-05,71.76
192171,2021-01-06,71.76
192172,2021-01-07,71.76
192173,2021-01-08,71.76
192174,2021-01-09,71.76
192175,2021-01-10,71.76
192176,2021-01-11,71.76
192177,2021-01-12,71.76
192178,2021-01-13,71.76
192179,2021-01-14,71.76
192180,2021-01-15,71.76
192181,2021-01-16,71.76
192182,2021-01-17,71.76
192183,2021-01-18,71.76
192184,2021-01-19,71.76
192185,2021-01-20,71.76
192186,2021-01-21,71.76
192187,2021-01-22,71.76
192188,2021-01-23,71.76
192189,2021-01-24,71.76
192190,2021-01-25,71.76
192191,2021-01-26,71.76
192192,2021-01-27,71.76
192193,2021-01-28,71.76
192194,2021-01-29,71.76
192195,2021-01-30,71.76
192196,2021-01-31,71.76
192197,2021-02-01,71.76
192198,2021-02-02,71.76
192199,2021-02-03,68.06
192200,2021-02-04,68.06
192201,2021-02-05,68.06
192202,2021-02-06,68.06
192203,2021-02-07,68.06
192204,2021-02-08,68.06
192205,2021-02-09,68.06
192206,2021-02-10,68.06
192207,2021-02-11,68.06
192208,2021-02-12,68.06
192209,2021-02-13,68.06
192210,2021-02-14,68.06
192211,2021-02-15,68.06
192212,2021-02-16,68.06
192213,2021-02-17,68.06
192214,2021-02-18,68.06
192215,2021-02-19,68.06
192216,2021-02-20,68.06
192217,2021-02-21,68.06
192218,2021-02-22,68.06
192219,2021-02-23,68.06
192220,2021-02-24,68.06
192221,2021-02-25,68.06
192222,2021-02-26,68.06
192223,2021-02-27,68.06
192224,2021-02-28,68.06
192225,2021-03-01,68.06
192226,2021-03-02,68.06
192227,2021-03-03,68.06
192228,2021-03-04,64.35
192229,2021-03-05,64.35
192230,2021-03-06,64.35
192231,2021-03-07,64.35
192232,2021-03-08,64.35
192233,2021-03-09,64.35
192234,2021-03-10,64.35
192235,2021-03-11,64.35
192236,2021-03-12,64.35
192237,2021-03-13,64.35
192238,2021-03-14,64.35
192239,2021-03-15,64.35
192240,2021-03-16,64.35
192241,2021-03-17,64.35
192242,2021-03-18,64.35
192243,2021-03-19,64.35
192244,2021-03-20,64.35
192245,2021-03-21,64.35
192246,2021-03-22,64.35
192247,2021-03-23,58.8
192248,2021-03-24,58.8
192249,2021-03-25,58.8
192250,2021-03-26,58.8
192251,2021-03-27,58.8
192252,2021-03-28,58.8
192253,2021-03-29,56.02
192254,2021-03-30,56.02
192255,2021-03-31,56.02
192256,2021-04-01,56.02
192257,2021-04-02,54.87
192258,2021-04-03,54.85
192259,2021-04-04,54.84
192260,2021-04-05,54.81
192261,2021-04-06,54.78
192262,2021-04-07,54.74
192263,2021-04-08,54.7
192264,2021-04-09,54.66
192265,2021-04-10,54.63
192266,2021-04-11,54.61
192267,2021-04-12,54.58
192268,2021-04-13,54.56
192269,2021-04-14,54.52
192270,2021-04-15,54.49
192271,2021-04-16,54.46
192272,2021-04-17,54.44
192273,2021-04-18,54.43
192274,2021-04-19,54.4
192275,2021-04-20,54.37
192276,2021-04-21,54.34
192277,2021-04-22,54.3
192278,2021-04-23,54.27
192279,2021-04-24,54.25
192280,2021-04-25,54.24
192281,2021-04-26,54.22
192282,2021-04-27,54.19
192283,2021-04-28,54.16
192284,2021-04-29,54.12
192285,2021-04-30,54.09
192286,2021-05-01,54.07
192287,2021-05-02,54.06
192288,2021-05-03,54.04
192289,2021-05-04,54.01
192290,2021-05-05,53.98
192291,2021-05-06,53.95
192292,2021-05-07,53.92
192293,2021-05-08,53.9
192294,2021-05-09,55.74
192295,2021-05-10,55.72
192296,2021-05-11,60.65
192297,2021-05-12,60.65
192298,2021-05-13,60.65
192299,2021-05-14,60.65
192300,2021-05-15,60.65
192301,2021-05-16,60.65
192302,2021-05-17,60.65
192303,2021-05-18,60.65
192304,2021-05-19,60.65
192305,2021-05-20,60.65
192306,2021-05-21,60.65
192307,2021-05-22,60.65
192308,2021-05-23,56.02
192309,2021-05-24,56.02
192310,2021-05-25,56.02
192311,2021-05-26,56.02
192312,2021-05-27,56.02
192313,2021-05-28,56.02
192314,2021-05-29,56.02
192315,2021-05-30,56.02
192316,2021-05-31,56.02
192317,2021-06-01,56.02
192318,2021-06-02,56.02
192319,2021-06-03,56.02
192320,2021-06-04,56.02
192321,2021-06-05,56.02
192322,2021-06-06,56.02
192323,2021-06-07,56.02
192324,2021-06-08,56.02
192325,2021-06-09,56.02
192326,2021-06-10,50.65
192327,2021-06-11,50.64
192328,2021-06-12,50.63
192329,2021-06-13,50.62
192330,2021-06-14,58.94
192331,2021-06-15,58.93
192332,2021-06-16,58.92
192333,2021-06-17,58.91
192334,2021-06-18,58.9
192335,2021-06-19,58.89
192336,2021-06-20,58.89
192337,2021-06-21,58.89
192338,2021-06-22,58.88
192339,2021-06-23,58.87
192340,2021-06-24,58.86
192341,2021-06-25,58.86
192342,2021-06-26,58.85
192343,2021-06-27,58.85
192344,2021-06-28,58.84
192345,2021-06-29,58.84
192346,2021-06-30,58.83
192347,2021-07-01,58.83
192348,2021-07-02,58.82
192349,2021-07-03,58.82
192350,2021-07-04,58.82
192351,2021-07-05,58.81
192352,2021-07-06,58.81
192353,2021-07-07,58.8
192354,2021-07-08,46.76
192355,2021-07-09,46.76
192356,2021-07-10,46.75
192357,2021-07-11,46.75
192358,2021-07-12,46.75
192359,2021-07-13,46.74
192360,2021-07-14,46.74
192361,2021-07-15,46.73
192362,2021-07-16,46.73
192363,2021-07-17,46.72
192364,2021-07-18,46.72
192365,2021-07-19,46.72
192366,2021-07-20,46.71
192367,2021-07-21,46.71
192368,2021-07-22,46.7
192369,2021-07-23,46.7
192370,2021-07-24,46.7
192371,2021-07-25,46.7
192372,2021-07-26,46.69
192373,2021-07-27,46.69
192374,2021-07-28,46.68
192375,2021-07-29,46.68
192376,2021-07-30,46.67
192377,2021-07-31,46.67
192378,2021-08-01,46.67
192379,2021-08-02,46.67
192380,2021-08-03,46.66
192381,2021-08-04,46.66
192382,2021-08-05,46.65
192383,2021-08-06,46.65
192384,2021-08-07,46.64
192385,2021-08-08,46.64
192386,2021-08-09,46.64
192387,2021-08-10,49.41
192388,2021-08-11,49.4
192389,2021-08-12,49.4
192390,2021-08-13,52.03
192391,2021-08-14,52.02
192392,2021-08-15,52.01
192393,2021-08-16,53.75
192394,2021-08-17,53.73
192395,2021-08-18,53.71
192396,2021-08-19,53.7
192397,2021-08-20,53.67
192398,2021-08-21,53.66
192399,2021-08-22,53.65
192400,2021-08-23,53.63
192401,2021-08-24,56.6
192402,2021-08-25,56.58
192403,2021-08-26,56.57
192404,2021-08-27,56.56
192405,2021-08-28,56.55
192406,2021-08-29,56.54
192407,2021-08-30,56.53
192408,2021-08-31,56.52
192409,2021-09-01,52.48
192410,2021-09-02,52.47
192411,2021-09-03,52.46
192412,2021-09-04,52.45
192413,2021-09-05,52.45
192414,2021-09-06,52.45
192415,2021-09-07,52.44
192416,2021-09-08,52.43
192417,2021-09-09,52.42
192418,2021-09-10,52.41
192419,2021-09-11,52.41
192420,2021-09-12,52.4
192421,2021-09-13,52.4
192422,2021-09-14,52.39
192423,2021-09-15,52.38
192424,2021-09-16,52.37
192425,2021-09-17,52.36
192426,2021-09-18,52.36
192427,2021-09-19,52.35
192428,2021-09-20,52.35
192429,2021-09-21,52.34
192430,2021-09-22,52.33
192431,2021-09-23,52.33
192432,2021-09-24,52.32
192433,2021-09-25,52.32
192434,2021-09-26,52.31
192435,2021-09-27,52.31
192436,2021-09-28,52.3
192437,2021-09-29,52.3
192438,2021-09-30,52.29
192439,2021-10-01,52.28
192440,2021-10-02,52.28
192441,2021-10-03,52.28
192442,2021-10-04,52.27
192443,2021-10-05,52.27
192444,2021-10-06,52.26
192445,2021-10-07,52.26
192446,2021-10-08,52.25
192447,2021-10-09,52.25
192448,2021-10-10,52.24
192449,2021-10-11,52.24
192450,2021-10-12,52.23
192451,2021-10-13,52.23
192452,2021-10-14,52.23
192453,2021-10-15,52.22
192454,2021-10-16,52.22
192455,2021-10-17,52.22
192456,2021-10-18,52.21
192457,2021-10-19,52.21
192458,2021-10-20,52.2
192459,2021-10-21,52.2
192460,2021-10-22,52.19
192461,2021-10-23,52.19
192462,2021-10-24,52.19
192463,2021-10-25,52.19
192464,2021-10-26,52.18
192465,2021-10-27,52.18
192466,2021-10-28,52.17
192467,2021-10-29,52.17
192468,2021-10-30,52.17
192469,2021-10-31,52.17
192470,2021-11-01,52.16
192471,2021-11-02,52.16
192472,2021-11-03,52.15
192473,2021-11-04,52.15
192474,2021-11-05,52.15
192475,2021-11-06,52.14
192476,2021-11-07,52.14
192477,2021-11-08,49.92
192478,2021-11-09,49.92
192479,2021-11-10,49.91
192480,2021-11-11,49.9
192481,2021-11-12,49.89
192482,2021-11-13,49.89
192483,2021-11-14,49.89
192484,2021-11-15,49.88
192485,2021-11-16,51.55
192486,2021-11-17,51.54
192487,2021-11-18,51.53
192488,2021-11-19,51.53
192489,2021-11-20,51.52
192490,2021-11-21,51.52
192491,2021-11-22,51.51
192492,2021-11-23,51.51
192493,2021-11-24,51.5
192494,2021-11-25,51.5
192495,2021-11-26,51.5
192496,2021-11-27,54.86
192497,2021-11-28,54.86
192498,2021-11-29,54.85
192499,2021-11-30,48.68
192500,2021-12-01,48.66
192501,2021-12-02,48.65
192502,2021-12-03,48.63
192503,2021-12-04,48.61
192504,2021-12-05,48.6
192505,2021-12-06,48.59
192506,2021-12-07,48.58
192507,2021-12-08,48.57
192508,2021-12-09,48.55
192509,2021-12-10,48.54
192510,2021-12-11,48.53
192511,2021-12-12,48.52
192512,2021-12-13,48.51
192513,2021-12-14,48.5
192514,2021-12-15,48.49
192515,2021-12-16,48.49
192516,2021-12-17,48.48
192517,2021-12-18,48.47
192518,2021-12-19,48.47
192519,2021-12-20,48.46
192520,2021-12-21,48.45
192521,2021-12-22,48.44
192522,2021-12-23,48.43
192523,2021-12-24,48.43
192524,2021-12-25,48.43
192525,2021-12-26,48.43
192526,2021-12-27,51.2
192527,2021-12-28,51.19
192528,2021-12-29,51.18
192529,2021-12-30,51.18
192530,2021-12-31,47.65
192531,2022-01-01,47.65
192532,2022-01-02,47.64
192533,2022-01-03,47.63
192534,2022-01-04,47.62
192535,2022-01-05,47.61
192536,2022-01-06,47.6
192537,2022-01-07,47.59
192538,2022-01-08,47.57
192539,2022-01-09,47.57
192540,2022-01-10,47.56
192541,2022-01-11,47.55
192542,2022-01-12,47.54
192543,2022-01-13,47.53
192544,2022-01-14,47.52
192545,2022-01-15,47.51
192546,2022-01-16,47.51
192547,2022-01-17,47.5
192548,2022-01-18,47.49
192549,2022-01-19,45.7
192550,2022-01-20,45.69
192551,2022-01-21,45.68
192552,2022-01-22,45.68
192553,2022-01-23,45.67
192554,2022-01-24,45.66
192555,2022-01-25,45.65
192556,2022-01-26,45.64
192557,2022-01-27,45.63
192558,2022-01-28,45.62
192559,2022-01-29,45.61
192560,2022-01-30,45.61
192561,2022-01-31,45.6
192562,2022-02-01,45.59
192563,2022-02-02,45.58
192564,2022-02-03,45.57
192565,2022-02-04,45.56
192566,2022-02-05,45.55
192567,2022-02-06,45.54
192568,2022-02-07,45.54
192569,2022-02-08,45.53
192570,2022-02-09,45.52
192571,2022-02-10,45.51
192572,2022-02-11,45.5
192573,2022-02-12,45.49
192574,2022-02-13,45.49
192575,2022-02-14,45.48
192576,2022-02-15,45.48
192577,2022-02-16,45.47
192578,2022-02-17,45.46
192579,2022-02-18,45.45
192580,2022-02-19,45.45
192581,2022-02-20,45.45
192582,2022-02-21,45.44
192583,2022-02-22,45.43
192584,2022-02-23,45.43
192585,2022-02-24,45.42
192586,2022-02-25,45.41
192587,2022-02-26,45.41
192588,2022-02-27,45.41
192589,2022-02-28,37.1
192590,2022-03-01,37.1
192591,2022-03-02,37.09
192592,2022-03-03,34.65
192593,2022-03-04,34.64
192594,2022-03-05,34.64
192595,2022-03-06,34.64
192596,2022-03-07,34.63
192597,2022-03-08,34.63
192598,2022-03-09,34.62
192599,2022-03-10,34.62
192600,2022-03-11,34.61
192601,2022-03-12,34.61
192602,2022-03-13,34.6
192603,2022-03-14,34.6
192604,2022-03-15,34.6
192605,2022-03-16,38.31
192606,2022-03-17,38.31
192607,2022-03-18,38.31
192608,2022-03-19,38.3
192609,2022-03-20,38.3
192610,2022-03-21,38.3
192611,2022-03-22,38.29
192612,2022-03-23,38.29
192613,2022-03-24,38.28
192614,2022-03-25,38.28
192615,2022-03-26,38.27
192616,2022-03-27,38.27
192617,2022-03-28,38.27
192618,2022-03-29,38.26
192619,2022-03-30,29.88
192620,2022-03-31,29.87
192621,2022-04-01,29.87
192622,2022-04-02,29.87
192623,2022-04-03,29.86
192624,2022-04-04,29.86
192625,2022-04-05,29.86
192626,2022-04-06,29.85
192627,2022-04-07,29.85
192628,2022-04-08,29.84
192629,2022-04-09,29.84
192630,2022-04-10,29.84
192631,2022-04-11,29.84
192632,2022-04-12,29.83
192633,2022-04-13,29.83
192634,2022-04-14,29.83
192635,2022-04-15,29.82
192636,2022-04-16,29.82
192637,2022-04-17,29.82
192638,2022-04-18,29.82
192639,2022-04-19,29.81
192640,2022-04-20,29.81
192641,2022-04-21,27.96
192642,2022-04-22,27.95
192643,2022-04-23,27.95
192644,2022-04-24,27.95
192645,2022-04-25,27.94
192646,2022-04-26,27.94
192647,2022-04-27,27.94
192648,2022-04-28,27.93
192649,2022-04-29,27.93
192650,2022-04-30,27.93
192651,2022-05-01,27.93
192652,2022-05-02,27.92
192653,2022-05-03,27.92
192654,2022-05-04,27.92
192655,2022-05-05,27.91
192656,2022-05-06,27.91
192657,2022-05-07,27.91
192658,2022-05-08,27.91
192659,2022-05-09,27.9
192660,2022-05-10,27.9
192661,2022-05-11,26.51
192662,2022-05-12,26.51
192663,2022-05-13,26.51
192664,2022-05-14,26.51
192665,2022-05-15,26.51
192666,2022-05-16,26.5
192667,2022-05-17,26.5
192668,2022-05-18,26.5
192669,2022-05-19,26.49
192670,2022-05-20,26.49
192671,2022-05-21,26.49
192672,2022-05-22,26.49
192673,2022-05-23,26.49
192674,2022-05-24,26.48
192675,2022-05-25,26.48
192676,2022-05-26,26.48
192677,2022-05-27,26.48
192678,2022-05-28,26.48
192679,2022-05-29,26.47
192680,2022-05-30,26.47
192681,2022-05-31,26.47
192682,2022-06-01,26.47
192683,2022-06-02,26.47
192684,2022-06-03,26.46
192685,2022-06-04,26.46
192686,2022-06-05,32.02
192687,2022-06-06,32.02
192688,2022-06-07,32.02
192689,2022-06-08,32.01
192690,2022-06-09,32.01
192691,2022-06-10,32.01
192692,2022-06-11,32.01
192693,2022-06-12,32.01
192694,2022-06-13,32.0
192695,2022-06-14,32.0
192696,2022-06-15,32.0
192697,2022-06-16,32.0
192698,2022-06-17,32.0
192699,2022-06-18,32.0
192700,2022-06-19,32.0
192701,2022-06-20,31.99
192702,2022-06-21,31.99
192703,2022-06-22,31.99
192704,2022-06-23,31.99
192705,2022-06-24,31.99
192706,2022-06-25,31.99
192707,2022-06-26,31.99
192708,2022-06-27,31.98
192709,2022-06-28,31.98
192710,2022-06-29,31.98
192711,2022-06-30,31.98
192712,2022-07-01,31.98
192713,2022-07-02,31.98
192714,2022-07-03,31.98
192715,2022-07-04,31.98
192716,2022-07-05,31.97
192717,2022-07-06,31.97
192718,2022-07-07,31.97
192719,2022-07-08,30.76
192720,2022-07-09,30.76
192721,2022-07-10,30.76
192722,2022-07-11,30.76
192723,2022-07-12,30.76
192724,2022-07-13,30.76
192725,2022-07-14,30.75
192726,2022-07-15,30.75
192727,2022-07-16,30.75
192728,2022-07-17,30.75
192729,2022-07-18,30.75
192730,2022-07-19,30.75
192731,2022-07-20,30.75
192732,2022-07-21,30.74
192733,2022-07-22,30.74
192734,2022-07-23,30.74
192735,2022-07-24,30.74
192736,2022-07-25,30.74
192737,2022-07-26,30.74
192738,2022-07-27,30.73
192739,2022-07-28,30.73
192740,2022-07-29,30.73
192741,2022-07-30,30.73
192742,2022-07-31,30.73
192743,2022-08-01,30.73
192744,2022-08-02,32.58
192745,2022-08-03,32.57
192746,2022-08-04,32.57
192747,2022-08-05,32.57
192748,2022-08-06,32.57
192749,2022-08-07,32.57
192750,2022-08-08,32.57
192751,2022-08-09,32.57
192752,2022-08-10,32.56
192753,2022-08-11,32.56
192754,2022-08-12,32.56
192755,2022-08-13,32.56
192756,2022-08-14,32.56
192757,2022-08-15,32.56
192758,2022-08-16,32.56
192759,2022-08-17,24.22
192760,2022-08-18,24.22
192761,2022-08-19,24.22
192762,2022-08-20,24.22
192763,2022-08-21,24.22
192764,2022-08-22,24.21
192765,2022-08-23,24.21
192766,2022-08-24,24.21
192767,2022-08-25,24.21
192768,2022-08-26,24.21
192769,2022-08-27,24.21
192770,2022-08-28,24.21
192771,2022-08-29,24.21
192772,2022-08-30,24.2
192773,2022-08-31,24.2
192774,2022-09-01,24.2
192775,2022-09-02,24.2
192776,2022-09-03,24.2
192777,2022-09-04,24.2
192778,2022-09-05,24.2
192779,2022-09-06,24.2
192780,2022-09-07,24.2
192781,2022-09-08,24.2
192782,2022-09-09,24.19
192783,2022-09-10,24.19
192784,2022-09-11,24.19
192785,2022-09-12,24.19
192786,2022-09-13,24.19
192787,2022-09-14,24.18
192788,2022-09-15,24.18
192789,2022-09-16,24.18
192790,2022-09-17,24.18
192791,2022-09-18,24.18
192792,2022-09-19,24.17
192793,2022-09-20,24.17
192794,2022-09-21,24.17
192795,2022-09-22,24.17
192796,2022-09-23,24.16
192797,2022-09-24,24.16
192798,2022-09-25,24.16
192799,2022-09-26,24.16
192800,2022-09-27,24.16
192801,2022-09-28,24.15
192802,2022-09-29,24.15
192803,2022-09-30,24.15
192804,2022-10-01,24.15
192805,2022-10-02,24.15
192806,2022-10-03,24.15
192807,2022-10-04,24.14
192808,2022-10-05,24.14
192809,2022-10-06,24.14
192810,2022-10-07,24.13
192811,2022-10-08,24.13
192812,2022-10-09,24.13
192813,2022-10-10,24.13
192814,2022-10-11,24.13
192815,2022-10-12,24.12
192816,2022-10-13,24.12
192817,2022-10-14,24.12
192818,2022-10-15,24.12
192819,2022-10-16,24.12
192820,2022-10-17,24.11
192821,2022-10-18,24.11
192822,2022-10-19,24.11
192823,2022-10-20,24.11
192824,2022-10-21,24.1
192825,2022-10-22,24.1
192826,2022-10-23,24.1
192827,2022-10-24,24.1
192828,2022-10-25,24.1
192829,2022-10-26,24.09
192830,2022-10-27,24.09
192831,2022-10-28,24.09
192832,2022-10-29,24.09
192833,2022-10-30,24.09
192834,2022-10-31,24.09
192835,2022-11-01,28.77
192836,2022-11-02,28.77
192837,2022-11-03,28.77
192838,2022-11-04,28.77
192839,2022-11-05,28.77
192840,2022-11-06,28.77
192841,2022-11-07,28.76
192842,2022-11-08,28.76
192843,2022-11-09,28.76
192844,2022-11-10,28.76
192845,2022-11-11,28.76
192846,2022-11-12,28.76
192847,2022-11-13,28.76
192848,2022-11-14,28.76
192849,2022-11-15,28.75
192850,2022-11-16,28.75
192851,2022-11-17,28.75
192852,2022-11-18,28.75
192853,2022-11-19,28.75
192854,2022-11-20,28.75
192855,2022-11-21,28.75
192856,2022-11-22,28.75
192857,2022-11-23,28.74
192858,2022-11-24,28.74
192859,2022-11-25,28.74
192860,2022-11-26,28.74
192861,2022-11-27,28.74
192862,2022-11-28,28.74
192863,2022-11-29,28.74
192864,2022-11-30,28.74
192865,2022-12-01,28.74
192866,2022-12-02,28.74
192867,2022-12-03,28.74
192868,2022-12-04,28.74
192869,2022-12-05,28.73
192870,2022-12-06,28.73
192871,2022-12-07,28.73
192872,2022-12-08,28.73
192873,2022-12-09,28.73
192874,2022-12-10,28.73
192875,2022-12-11,28.73
192876,2022-12-12,28.73
192877,2022-12-13,28.73
192878,2022-12-14,28.73
192879,2022-12-15,28.73
192880,2022-12-16,28.72
192881,2022-12-17,28.72
192882,2022-12-18,28.72
192883,2022-12-19,28.72
192884,2022-12-20,28.72
192885,2022-12-21,28.72
192886,2022-12-22,28.72
192887,2022-12-23,28.72
192888,2022-12-24,28.72
192889,2022-12-25,28.72
192890,2022-12-26,28.72
192891,2022-12-27,28.72
192892,2022-12-28,28.72
192893,2022-12-29,28.72
192894,2022-12-30,28.71
192895,2022-12-31,28.71
