,date,stringency_index_average
35072,2020-01-01,0.0
35073,2020-01-02,0.0
35074,2020-01-03,0.0
35075,2020-01-04,0.0
35076,2020-01-05,2.78
35077,2020-01-06,2.78
35078,2020-01-07,2.78
35079,2020-01-08,2.78
35080,2020-01-09,2.78
35081,2020-01-10,2.78
35082,2020-01-11,2.78
35083,2020-01-12,2.78
35084,2020-01-13,2.78
35085,2020-01-14,2.78
35086,2020-01-15,8.33
35087,2020-01-16,8.33
35088,2020-01-17,8.33
35089,2020-01-18,8.33
35090,2020-01-19,8.33
35091,2020-01-20,8.33
35092,2020-01-21,8.33
35093,2020-01-22,26.39
35094,2020-01-23,44.91
35095,2020-01-24,44.91
35096,2020-01-25,47.69
35097,2020-01-26,69.91
35098,2020-01-27,69.91
35099,2020-01-28,69.91
35100,2020-01-29,69.91
35101,2020-01-30,69.91
35102,2020-01-31,69.91
35103,2020-02-01,77.31
35104,2020-02-02,77.31
35105,2020-02-03,77.31
35106,2020-02-04,77.31
35107,2020-02-05,77.31
35108,2020-02-06,77.31
35109,2020-02-07,77.31
35110,2020-02-08,77.31
35111,2020-02-09,77.31
35112,2020-02-10,75.46
35113,2020-02-11,75.46
35114,2020-02-12,75.46
35115,2020-02-13,75.46
35116,2020-02-14,75.46
35117,2020-02-15,75.46
35118,2020-02-16,75.46
35119,2020-02-17,75.46
35120,2020-02-18,75.46
35121,2020-02-19,75.46
35122,2020-02-20,75.46
35123,2020-02-21,75.46
35124,2020-02-22,75.46
35125,2020-02-23,75.46
35126,2020-02-24,75.46
35127,2020-02-25,81.02
35128,2020-02-26,81.02
35129,2020-02-27,81.02
35130,2020-02-28,81.02
35131,2020-02-29,81.02
35132,2020-03-01,81.02
35133,2020-03-02,81.02
35134,2020-03-03,81.02
35135,2020-03-04,81.02
35136,2020-03-05,81.02
35137,2020-03-06,81.02
35138,2020-03-07,81.02
35139,2020-03-08,81.02
35140,2020-03-09,81.02
35141,2020-03-10,81.02
35142,2020-03-11,81.02
35143,2020-03-12,81.02
35144,2020-03-13,81.02
35145,2020-03-14,81.02
35146,2020-03-15,81.02
35147,2020-03-16,79.17
35148,2020-03-17,79.17
35149,2020-03-18,79.17
35150,2020-03-19,79.17
35151,2020-03-20,79.17
35152,2020-03-21,79.17
35153,2020-03-22,79.17
35154,2020-03-23,79.17
35155,2020-03-24,79.17
35156,2020-03-25,79.17
35157,2020-03-26,81.94
35158,2020-03-27,81.94
35159,2020-03-28,73.61
35160,2020-03-29,73.61
35161,2020-03-30,73.61
35162,2020-03-31,73.61
35163,2020-04-01,73.61
35164,2020-04-02,73.61
35165,2020-04-03,69.91
35166,2020-04-04,69.91
35167,2020-04-05,69.91
35168,2020-04-06,69.91
35169,2020-04-07,69.91
35170,2020-04-08,56.94
35171,2020-04-09,56.94
35172,2020-04-10,56.94
35173,2020-04-11,56.94
35174,2020-04-12,56.94
35175,2020-04-13,56.94
35176,2020-04-14,56.94
35177,2020-04-15,56.94
35178,2020-04-16,56.94
35179,2020-04-17,56.94
35180,2020-04-18,56.94
35181,2020-04-19,56.94
35182,2020-04-20,56.94
35183,2020-04-21,56.94
35184,2020-04-22,56.94
35185,2020-04-23,56.94
35186,2020-04-24,56.94
35187,2020-04-25,56.94
35188,2020-04-26,56.94
35189,2020-04-27,56.94
35190,2020-04-28,56.94
35191,2020-04-29,56.94
35192,2020-04-30,56.94
35193,2020-05-01,56.94
35194,2020-05-02,56.94
35195,2020-05-03,56.94
35196,2020-05-04,56.94
35197,2020-05-05,56.94
35198,2020-05-06,56.94
35199,2020-05-07,56.94
35200,2020-05-08,56.94
35201,2020-05-09,56.94
35202,2020-05-10,81.94
35203,2020-05-11,81.94
35204,2020-05-12,81.94
35205,2020-05-13,81.94
35206,2020-05-14,81.94
35207,2020-05-15,81.94
35208,2020-05-16,81.94
35209,2020-05-17,81.94
35210,2020-05-18,81.94
35211,2020-05-19,81.94
35212,2020-05-20,81.94
35213,2020-05-21,81.94
35214,2020-05-22,81.94
35215,2020-05-23,81.94
35216,2020-05-24,81.94
35217,2020-05-25,81.94
35218,2020-05-26,81.94
35219,2020-05-27,81.94
35220,2020-05-28,81.94
35221,2020-05-29,81.94
35222,2020-05-30,81.94
35223,2020-05-31,81.94
35224,2020-06-01,81.94
35225,2020-06-02,81.94
35226,2020-06-03,78.24
35227,2020-06-04,78.24
35228,2020-06-05,78.24
35229,2020-06-06,78.24
35230,2020-06-07,78.24
35231,2020-06-08,78.24
35232,2020-06-09,78.24
35233,2020-06-10,78.24
35234,2020-06-11,78.24
35235,2020-06-12,78.24
35236,2020-06-13,78.24
35237,2020-06-14,78.24
35238,2020-06-15,78.24
35239,2020-06-16,78.24
35240,2020-06-17,78.24
35241,2020-06-18,78.24
35242,2020-06-19,78.24
35243,2020-06-20,78.24
35244,2020-06-21,78.24
35245,2020-06-22,78.24
35246,2020-06-23,78.24
35247,2020-06-24,78.24
35248,2020-06-25,78.24
35249,2020-06-26,78.24
35250,2020-06-27,78.24
35251,2020-06-28,78.24
35252,2020-06-29,78.24
35253,2020-06-30,78.24
35254,2020-07-01,78.24
35255,2020-07-02,78.24
35256,2020-07-03,78.24
35257,2020-07-04,78.24
35258,2020-07-05,78.24
35259,2020-07-06,78.24
35260,2020-07-07,78.24
35261,2020-07-08,78.24
35262,2020-07-09,78.24
35263,2020-07-10,78.24
35264,2020-07-11,78.24
35265,2020-07-12,78.24
35266,2020-07-13,78.24
35267,2020-07-14,78.24
35268,2020-07-15,78.24
35269,2020-07-16,78.24
35270,2020-07-17,78.24
35271,2020-07-18,78.24
35272,2020-07-19,78.24
35273,2020-07-20,78.24
35274,2020-07-21,78.24
35275,2020-07-22,78.24
35276,2020-07-23,78.24
35277,2020-07-24,78.24
35278,2020-07-25,78.24
35279,2020-07-26,78.24
35280,2020-07-27,78.24
35281,2020-07-28,78.24
35282,2020-07-29,78.24
35283,2020-07-30,78.24
35284,2020-07-31,78.24
35285,2020-08-01,78.24
35286,2020-08-02,78.24
35287,2020-08-03,78.24
35288,2020-08-04,78.24
35289,2020-08-05,78.24
35290,2020-08-06,78.24
35291,2020-08-07,78.24
35292,2020-08-08,78.24
35293,2020-08-09,78.24
35294,2020-08-10,78.24
35295,2020-08-11,78.24
35296,2020-08-12,78.24
35297,2020-08-13,78.24
35298,2020-08-14,78.24
35299,2020-08-15,78.24
35300,2020-08-16,78.24
35301,2020-08-17,78.24
35302,2020-08-18,78.24
35303,2020-08-19,78.24
35304,2020-08-20,78.24
35305,2020-08-21,78.24
35306,2020-08-22,78.24
35307,2020-08-23,78.24
35308,2020-08-24,78.24
35309,2020-08-25,78.24
35310,2020-08-26,78.24
35311,2020-08-27,78.24
35312,2020-08-28,78.24
35313,2020-08-29,78.24
35314,2020-08-30,78.24
35315,2020-08-31,78.24
35316,2020-09-01,78.24
35317,2020-09-02,55.09
35318,2020-09-03,55.09
35319,2020-09-04,46.76
35320,2020-09-05,46.76
35321,2020-09-06,46.76
35322,2020-09-07,46.76
35323,2020-09-08,46.76
35324,2020-09-09,46.76
35325,2020-09-10,46.76
35326,2020-09-11,46.76
35327,2020-09-12,46.76
35328,2020-09-13,46.76
35329,2020-09-14,46.76
35330,2020-09-15,81.94
35331,2020-09-16,81.94
35332,2020-09-17,81.94
35333,2020-09-18,81.94
35334,2020-09-19,81.94
35335,2020-09-20,81.94
35336,2020-09-21,75.46
35337,2020-09-22,71.76
35338,2020-09-23,63.43
35339,2020-09-24,63.43
35340,2020-09-25,63.43
35341,2020-09-26,54.17
35342,2020-09-27,54.17
35343,2020-09-28,54.17
35344,2020-09-29,54.17
35345,2020-09-30,54.17
35346,2020-10-01,54.17
35347,2020-10-02,54.17
35348,2020-10-03,54.17
35349,2020-10-04,54.17
35350,2020-10-05,54.17
35351,2020-10-06,54.17
35352,2020-10-07,54.17
35353,2020-10-08,54.17
35354,2020-10-09,54.17
35355,2020-10-10,52.31
35356,2020-10-11,52.31
35357,2020-10-12,61.57
35358,2020-10-13,61.57
35359,2020-10-14,61.57
35360,2020-10-15,61.57
35361,2020-10-16,61.57
35362,2020-10-17,61.57
35363,2020-10-18,61.57
35364,2020-10-19,61.57
35365,2020-10-20,61.57
35366,2020-10-21,61.57
35367,2020-10-22,61.57
35368,2020-10-23,61.57
35369,2020-10-24,81.94
35370,2020-10-25,81.94
35371,2020-10-26,81.94
35372,2020-10-27,81.94
35373,2020-10-28,81.94
35374,2020-10-29,81.94
35375,2020-10-30,68.98
35376,2020-10-31,63.43
35377,2020-11-01,63.43
35378,2020-11-02,63.43
35379,2020-11-03,63.43
35380,2020-11-04,63.43
35381,2020-11-05,63.43
35382,2020-11-06,63.43
35383,2020-11-07,63.43
35384,2020-11-08,63.43
35385,2020-11-09,63.43
35386,2020-11-10,63.43
35387,2020-11-11,63.43
35388,2020-11-12,63.43
35389,2020-11-13,63.43
35390,2020-11-14,63.43
35391,2020-11-15,63.43
35392,2020-11-16,63.43
35393,2020-11-17,63.43
35394,2020-11-18,63.43
35395,2020-11-19,63.43
35396,2020-11-20,76.39
35397,2020-11-21,76.39
35398,2020-11-22,76.39
35399,2020-11-23,76.39
35400,2020-11-24,81.94
35401,2020-11-25,81.94
35402,2020-11-26,81.94
35403,2020-11-27,81.94
35404,2020-11-28,81.94
35405,2020-11-29,81.94
35406,2020-11-30,81.94
35407,2020-12-01,81.94
35408,2020-12-02,81.94
35409,2020-12-03,81.94
35410,2020-12-04,81.94
35411,2020-12-05,81.94
35412,2020-12-06,81.94
35413,2020-12-07,81.94
35414,2020-12-08,78.24
35415,2020-12-09,78.24
35416,2020-12-10,78.24
35417,2020-12-11,78.24
35418,2020-12-12,78.24
35419,2020-12-13,78.24
35420,2020-12-14,78.24
35421,2020-12-15,78.24
35422,2020-12-16,78.24
35423,2020-12-17,78.24
35424,2020-12-18,78.24
35425,2020-12-19,78.24
35426,2020-12-20,78.24
35427,2020-12-21,78.24
35428,2020-12-22,78.24
35429,2020-12-23,78.24
35430,2020-12-24,78.24
35431,2020-12-25,78.24
35432,2020-12-26,78.24
35433,2020-12-27,78.24
35434,2020-12-28,78.24
35435,2020-12-29,78.24
35436,2020-12-30,78.24
35437,2020-12-31,78.24
35438,2021-01-01,78.24
35439,2021-01-02,78.24
35440,2021-01-03,78.24
35441,2021-01-04,78.24
35442,2021-01-05,78.24
35443,2021-01-06,78.24
35444,2021-01-07,78.24
35445,2021-01-08,78.24
35446,2021-01-09,78.24
35447,2021-01-10,78.24
35448,2021-01-11,78.24
35449,2021-01-12,78.24
35450,2021-01-13,78.24
35451,2021-01-14,78.24
35452,2021-01-15,78.24
35453,2021-01-16,78.24
35454,2021-01-17,78.24
35455,2021-01-18,78.24
35456,2021-01-19,78.24
35457,2021-01-20,78.24
35458,2021-01-21,78.24
35459,2021-01-22,78.24
35460,2021-01-23,78.24
35461,2021-01-24,78.24
35462,2021-01-25,78.24
35463,2021-01-26,78.24
35464,2021-01-27,78.24
35465,2021-01-28,78.24
35466,2021-01-29,78.24
35467,2021-01-30,78.24
35468,2021-01-31,78.24
35469,2021-02-01,78.24
35470,2021-02-02,78.24
35471,2021-02-03,78.24
35472,2021-02-04,78.24
35473,2021-02-05,78.24
35474,2021-02-06,78.24
35475,2021-02-07,78.24
35476,2021-02-08,78.24
35477,2021-02-09,78.24
35478,2021-02-10,78.24
35479,2021-02-11,78.24
35480,2021-02-12,78.24
35481,2021-02-13,78.24
35482,2021-02-14,78.24
35483,2021-02-15,78.24
35484,2021-02-16,78.24
35485,2021-02-17,78.24
35486,2021-02-18,78.24
35487,2021-02-19,78.24
35488,2021-02-20,78.24
35489,2021-02-21,78.24
35490,2021-02-22,61.57
35491,2021-02-23,61.57
35492,2021-02-24,61.57
35493,2021-02-25,61.57
35494,2021-02-26,61.57
35495,2021-02-27,61.57
35496,2021-02-28,61.57
35497,2021-03-01,56.02
35498,2021-03-02,56.02
35499,2021-03-03,56.02
35500,2021-03-04,56.02
35501,2021-03-05,56.02
35502,2021-03-06,56.02
35503,2021-03-07,56.02
35504,2021-03-08,56.02
35505,2021-03-09,56.02
35506,2021-03-10,56.02
35507,2021-03-11,56.02
35508,2021-03-12,56.02
35509,2021-03-13,56.02
35510,2021-03-14,56.02
35511,2021-03-15,51.39
35512,2021-03-16,51.39
35513,2021-03-17,51.39
35514,2021-03-18,51.39
35515,2021-03-19,51.39
35516,2021-03-20,51.39
35517,2021-03-21,51.39
35518,2021-03-22,51.39
35519,2021-03-23,51.39
35520,2021-03-24,51.39
35521,2021-03-25,51.39
35522,2021-03-26,51.39
35523,2021-03-27,51.39
35524,2021-03-28,51.39
35525,2021-03-29,44.44
35526,2021-03-30,44.44
35527,2021-03-31,50.0
35528,2021-04-01,50.0
35529,2021-04-02,50.0
35530,2021-04-03,50.0
35531,2021-04-04,50.0
35532,2021-04-05,78.24
35533,2021-04-06,78.24
35534,2021-04-07,78.24
35535,2021-04-08,78.24
35536,2021-04-09,78.24
35537,2021-04-10,78.24
35538,2021-04-11,78.24
35539,2021-04-12,78.24
35540,2021-04-13,78.24
35541,2021-04-14,78.24
35542,2021-04-15,78.24
35543,2021-04-16,78.24
35544,2021-04-17,78.24
35545,2021-04-18,78.24
35546,2021-04-19,78.24
35547,2021-04-20,78.24
35548,2021-04-21,78.24
35549,2021-04-22,78.24
35550,2021-04-23,78.24
35551,2021-04-24,78.24
35552,2021-04-25,78.24
35553,2021-04-26,78.24
35554,2021-04-27,78.24
35555,2021-04-28,78.24
35556,2021-04-29,78.24
35557,2021-04-30,78.24
35558,2021-05-01,78.24
35559,2021-05-02,78.24
35560,2021-05-03,78.24
35561,2021-05-04,67.13
35562,2021-05-05,67.13
35563,2021-05-06,63.43
35564,2021-05-07,63.43
35565,2021-05-08,63.43
35566,2021-05-09,63.43
35567,2021-05-10,63.43
35568,2021-05-11,63.43
35569,2021-05-12,61.57
35570,2021-05-13,61.57
35571,2021-05-14,67.13
35572,2021-05-15,67.13
35573,2021-05-16,68.98
35574,2021-05-17,68.98
35575,2021-05-18,68.98
35576,2021-05-19,68.98
35577,2021-05-20,68.98
35578,2021-05-21,68.98
35579,2021-05-22,68.98
35580,2021-05-23,68.98
35581,2021-05-24,68.98
35582,2021-05-25,68.98
35583,2021-05-26,68.98
35584,2021-05-27,68.98
35585,2021-05-28,68.98
35586,2021-05-29,72.69
35587,2021-05-30,72.69
35588,2021-05-31,72.69
35589,2021-06-01,72.69
35590,2021-06-02,72.69
35591,2021-06-03,72.69
35592,2021-06-04,72.69
35593,2021-06-05,72.69
35594,2021-06-06,72.69
35595,2021-06-07,72.69
35596,2021-06-08,72.69
35597,2021-06-09,72.69
35598,2021-06-10,72.69
35599,2021-06-11,76.39
35600,2021-06-12,76.39
35601,2021-06-13,76.39
35602,2021-06-14,76.39
35603,2021-06-15,76.39
35604,2021-06-16,76.39
35605,2021-06-17,76.39
35606,2021-06-18,76.39
35607,2021-06-19,76.39
35608,2021-06-20,76.39
35609,2021-06-21,76.39
35610,2021-06-22,76.39
35611,2021-06-23,76.39
35612,2021-06-24,72.69
35613,2021-06-25,72.69
35614,2021-06-26,72.69
35615,2021-06-27,72.69
35616,2021-06-28,72.69
35617,2021-06-29,72.69
35618,2021-06-30,72.69
35619,2021-07-01,72.69
35620,2021-07-02,67.13
35621,2021-07-03,67.13
35622,2021-07-04,67.13
35623,2021-07-05,67.13
35624,2021-07-06,67.13
35625,2021-07-07,76.39
35626,2021-07-08,76.39
35627,2021-07-09,76.39
35628,2021-07-10,76.39
35629,2021-07-11,76.39
35630,2021-07-12,76.39
35631,2021-07-13,76.39
35632,2021-07-14,76.39
35633,2021-07-15,76.39
35634,2021-07-16,76.39
35635,2021-07-17,76.39
35636,2021-07-18,76.39
35637,2021-07-19,76.39
35638,2021-07-20,73.61
35639,2021-07-21,73.61
35640,2021-07-22,73.61
35641,2021-07-23,73.61
35642,2021-07-24,73.61
35643,2021-07-25,73.61
35644,2021-07-26,73.61
35645,2021-07-27,73.61
35646,2021-07-28,73.61
35647,2021-07-29,73.61
35648,2021-07-30,73.61
35649,2021-07-31,79.17
35650,2021-08-01,79.17
35651,2021-08-02,79.17
35652,2021-08-03,79.17
35653,2021-08-04,79.17
35654,2021-08-05,79.17
35655,2021-08-06,79.17
35656,2021-08-07,79.17
35657,2021-08-08,79.17
35658,2021-08-09,79.17
35659,2021-08-10,79.17
35660,2021-08-11,79.17
35661,2021-08-12,79.17
35662,2021-08-13,79.17
35663,2021-08-14,79.17
35664,2021-08-15,79.17
35665,2021-08-16,79.17
35666,2021-08-17,79.17
35667,2021-08-18,79.17
35668,2021-08-19,79.17
35669,2021-08-20,79.17
35670,2021-08-21,79.17
35671,2021-08-22,79.17
35672,2021-08-23,79.17
35673,2021-08-24,79.17
35674,2021-08-25,79.17
35675,2021-08-26,79.17
35676,2021-08-27,79.17
35677,2021-08-28,79.17
35678,2021-08-29,79.17
35679,2021-08-30,79.17
35680,2021-08-31,79.17
35681,2021-09-01,73.61
35682,2021-09-02,73.61
35683,2021-09-03,73.61
35684,2021-09-04,73.61
35685,2021-09-05,73.61
35686,2021-09-06,73.61
35687,2021-09-07,73.61
35688,2021-09-08,73.61
35689,2021-09-09,73.61
35690,2021-09-10,73.61
35691,2021-09-11,79.17
35692,2021-09-12,79.17
35693,2021-09-13,79.17
35694,2021-09-14,79.17
35695,2021-09-15,79.17
35696,2021-09-16,79.17
35697,2021-09-17,79.17
35698,2021-09-18,79.17
35699,2021-09-19,79.17
35700,2021-09-20,79.17
35701,2021-09-21,79.17
35702,2021-09-22,79.17
35703,2021-09-23,79.17
35704,2021-09-24,79.17
35705,2021-09-25,79.17
35706,2021-09-26,79.17
35707,2021-09-27,79.17
35708,2021-09-28,79.17
35709,2021-09-29,79.17
35710,2021-09-30,79.17
35711,2021-10-01,79.17
35712,2021-10-02,79.17
35713,2021-10-03,79.17
35714,2021-10-04,79.17
35715,2021-10-05,79.17
35716,2021-10-06,79.17
35717,2021-10-07,79.17
35718,2021-10-08,79.17
35719,2021-10-09,79.17
35720,2021-10-10,79.17
35721,2021-10-11,79.17
35722,2021-10-12,79.17
35723,2021-10-13,79.17
35724,2021-10-14,79.17
35725,2021-10-15,73.61
35726,2021-10-16,73.61
35727,2021-10-17,73.61
35728,2021-10-18,73.61
35729,2021-10-19,79.17
35730,2021-10-20,79.17
35731,2021-10-21,79.17
35732,2021-10-22,79.17
35733,2021-10-23,79.17
35734,2021-10-24,79.17
35735,2021-10-25,79.17
35736,2021-10-26,79.17
35737,2021-10-27,79.17
35738,2021-10-28,79.17
35739,2021-10-29,79.17
35740,2021-10-30,79.17
35741,2021-10-31,79.17
35742,2021-11-01,79.17
35743,2021-11-02,79.17
35744,2021-11-03,79.17
35745,2021-11-04,79.17
35746,2021-11-05,79.17
35747,2021-11-06,79.17
35748,2021-11-07,79.17
35749,2021-11-08,79.17
35750,2021-11-09,79.17
35751,2021-11-10,79.17
35752,2021-11-11,79.17
35753,2021-11-12,79.17
35754,2021-11-13,79.17
35755,2021-11-14,79.17
35756,2021-11-15,79.17
35757,2021-11-16,79.17
35758,2021-11-17,79.17
35759,2021-11-18,79.17
35760,2021-11-19,79.17
35761,2021-11-20,79.17
35762,2021-11-21,79.17
35763,2021-11-22,79.17
35764,2021-11-23,79.17
35765,2021-11-24,79.17
35766,2021-11-25,79.17
35767,2021-11-26,79.17
35768,2021-11-27,79.17
35769,2021-11-28,79.17
35770,2021-11-29,79.17
35771,2021-11-30,79.17
35772,2021-12-01,79.17
35773,2021-12-02,79.17
35774,2021-12-03,79.17
35775,2021-12-04,79.17
35776,2021-12-05,79.17
35777,2021-12-06,79.17
35778,2021-12-07,79.17
35779,2021-12-08,79.17
35780,2021-12-09,79.17
35781,2021-12-10,79.17
35782,2021-12-11,79.17
35783,2021-12-12,79.17
35784,2021-12-13,79.17
35785,2021-12-14,79.17
35786,2021-12-15,79.17
35787,2021-12-16,79.17
35788,2021-12-17,79.17
35789,2021-12-18,79.17
35790,2021-12-19,79.17
35791,2021-12-20,79.17
35792,2021-12-21,79.17
35793,2021-12-22,79.17
35794,2021-12-23,79.17
35795,2021-12-24,79.17
35796,2021-12-25,79.17
35797,2021-12-26,79.17
35798,2021-12-27,79.17
35799,2021-12-28,79.17
35800,2021-12-29,79.17
35801,2021-12-30,79.17
35802,2021-12-31,79.17
35803,2022-01-01,79.17
35804,2022-01-02,79.17
35805,2022-01-03,79.17
35806,2022-01-04,79.17
35807,2022-01-05,79.17
35808,2022-01-06,79.17
35809,2022-01-07,79.17
35810,2022-01-08,79.17
35811,2022-01-09,79.17
35812,2022-01-10,79.17
35813,2022-01-11,79.17
35814,2022-01-12,79.17
35815,2022-01-13,79.17
35816,2022-01-14,79.17
35817,2022-01-15,79.17
35818,2022-01-16,79.17
35819,2022-01-17,79.17
35820,2022-01-18,79.17
35821,2022-01-19,79.17
35822,2022-01-20,79.17
35823,2022-01-21,79.17
35824,2022-01-22,79.17
35825,2022-01-23,79.17
35826,2022-01-24,75.46
35827,2022-01-25,79.17
35828,2022-01-26,79.17
35829,2022-01-27,79.17
35830,2022-01-28,79.17
35831,2022-01-29,79.17
35832,2022-01-30,79.17
35833,2022-01-31,79.17
35834,2022-02-01,79.17
35835,2022-02-02,79.17
35836,2022-02-03,79.17
35837,2022-02-04,79.17
35838,2022-02-05,79.17
35839,2022-02-06,79.17
35840,2022-02-07,79.17
35841,2022-02-08,79.17
35842,2022-02-09,79.17
35843,2022-02-10,79.17
35844,2022-02-11,79.17
35845,2022-02-12,79.17
35846,2022-02-13,79.17
35847,2022-02-14,79.17
35848,2022-02-15,79.17
35849,2022-02-16,79.17
35850,2022-02-17,79.17
35851,2022-02-18,79.17
35852,2022-02-19,79.17
35853,2022-02-20,79.17
35854,2022-02-21,79.17
35855,2022-02-22,79.17
35856,2022-02-23,79.17
35857,2022-02-24,79.17
35858,2022-02-25,79.17
35859,2022-02-26,79.17
35860,2022-02-27,79.17
35861,2022-02-28,79.17
35862,2022-03-01,79.17
35863,2022-03-02,79.17
35864,2022-03-03,79.17
35865,2022-03-04,79.17
35866,2022-03-05,79.17
35867,2022-03-06,79.17
35868,2022-03-07,79.17
35869,2022-03-08,79.17
35870,2022-03-09,79.17
35871,2022-03-10,79.17
35872,2022-03-11,79.17
35873,2022-03-12,79.17
35874,2022-03-13,79.17
35875,2022-03-14,79.17
35876,2022-03-15,79.17
35877,2022-03-16,79.17
35878,2022-03-17,79.17
35879,2022-03-18,79.17
35880,2022-03-19,79.17
35881,2022-03-20,79.17
35882,2022-03-21,79.17
35883,2022-03-22,79.17
35884,2022-03-23,79.17
35885,2022-03-24,79.17
35886,2022-03-25,79.17
35887,2022-03-26,79.17
35888,2022-03-27,79.17
35889,2022-03-28,79.17
35890,2022-03-29,79.17
35891,2022-03-30,79.17
35892,2022-03-31,79.17
35893,2022-04-01,79.17
35894,2022-04-02,79.17
35895,2022-04-03,79.17
35896,2022-04-04,79.17
35897,2022-04-05,79.17
35898,2022-04-06,79.17
35899,2022-04-07,79.17
35900,2022-04-08,79.17
35901,2022-04-09,79.17
35902,2022-04-10,79.17
35903,2022-04-11,79.17
35904,2022-04-12,79.17
35905,2022-04-13,79.17
35906,2022-04-14,79.17
35907,2022-04-15,79.17
35908,2022-04-16,75.46
35909,2022-04-17,75.46
35910,2022-04-18,79.17
35911,2022-04-19,79.17
35912,2022-04-20,79.17
35913,2022-04-21,79.17
35914,2022-04-22,79.17
35915,2022-04-23,79.17
35916,2022-04-24,79.17
35917,2022-04-25,79.17
35918,2022-04-26,79.17
35919,2022-04-27,79.17
35920,2022-04-28,79.17
35921,2022-04-29,79.17
35922,2022-04-30,79.17
35923,2022-05-01,79.17
35924,2022-05-02,79.17
35925,2022-05-03,79.17
35926,2022-05-04,79.17
35927,2022-05-05,79.17
35928,2022-05-06,79.17
35929,2022-05-07,79.17
35930,2022-05-08,79.17
35931,2022-05-09,79.17
35932,2022-05-10,79.17
35933,2022-05-11,79.17
35934,2022-05-12,79.17
35935,2022-05-13,79.17
35936,2022-05-14,79.17
35937,2022-05-15,79.17
35938,2022-05-16,79.17
35939,2022-05-17,79.17
35940,2022-05-18,79.17
35941,2022-05-19,79.17
35942,2022-05-20,79.17
35943,2022-05-21,79.17
35944,2022-05-22,79.17
35945,2022-05-23,79.17
35946,2022-05-24,79.17
35947,2022-05-25,79.17
35948,2022-05-26,79.17
35949,2022-05-27,79.17
35950,2022-05-28,79.17
35951,2022-05-29,79.17
35952,2022-05-30,79.17
35953,2022-05-31,79.17
35954,2022-06-01,79.17
35955,2022-06-02,79.17
35956,2022-06-03,79.17
35957,2022-06-04,79.17
35958,2022-06-05,79.17
35959,2022-06-06,79.17
35960,2022-06-07,79.17
35961,2022-06-08,79.17
35962,2022-06-09,79.17
35963,2022-06-10,79.17
35964,2022-06-11,79.17
35965,2022-06-12,79.17
35966,2022-06-13,79.17
35967,2022-06-14,79.17
35968,2022-06-15,79.17
35969,2022-06-16,79.17
35970,2022-06-17,79.17
35971,2022-06-18,79.17
35972,2022-06-19,79.17
35973,2022-06-20,79.17
35974,2022-06-21,79.17
35975,2022-06-22,79.17
35976,2022-06-23,79.17
35977,2022-06-24,79.17
35978,2022-06-25,79.17
35979,2022-06-26,79.17
35980,2022-06-27,79.17
35981,2022-06-28,79.17
35982,2022-06-29,79.17
35983,2022-06-30,79.17
35984,2022-07-01,79.17
35985,2022-07-02,79.17
35986,2022-07-03,79.17
35987,2022-07-04,79.17
35988,2022-07-05,79.17
35989,2022-07-06,79.17
35990,2022-07-07,79.17
35991,2022-07-08,79.17
35992,2022-07-09,79.17
35993,2022-07-10,79.17
35994,2022-07-11,79.17
35995,2022-07-12,79.17
35996,2022-07-13,79.17
35997,2022-07-14,79.17
35998,2022-07-15,79.17
35999,2022-07-16,79.17
36000,2022-07-17,79.17
36001,2022-07-18,79.17
36002,2022-07-19,79.17
36003,2022-07-20,79.17
36004,2022-07-21,79.17
36005,2022-07-22,79.17
36006,2022-07-23,79.17
36007,2022-07-24,79.17
36008,2022-07-25,79.17
36009,2022-07-26,79.17
36010,2022-07-27,79.17
36011,2022-07-28,79.17
36012,2022-07-29,79.17
36013,2022-07-30,79.17
36014,2022-07-31,79.17
36015,2022-08-01,79.17
36016,2022-08-02,79.17
36017,2022-08-03,79.17
36018,2022-08-04,79.17
36019,2022-08-05,79.17
36020,2022-08-06,79.17
36021,2022-08-07,79.17
36022,2022-08-08,79.17
36023,2022-08-09,79.17
36024,2022-08-10,79.17
36025,2022-08-11,79.17
36026,2022-08-12,79.17
36027,2022-08-13,79.17
36028,2022-08-14,79.17
36029,2022-08-15,79.17
36030,2022-08-16,79.17
36031,2022-08-17,79.17
36032,2022-08-18,79.17
36033,2022-08-19,79.17
36034,2022-08-20,79.17
36035,2022-08-21,79.17
36036,2022-08-22,79.17
36037,2022-08-23,79.17
36038,2022-08-24,79.17
36039,2022-08-25,79.17
36040,2022-08-26,79.17
36041,2022-08-27,79.17
36042,2022-08-28,79.17
36043,2022-08-29,79.17
36044,2022-08-30,79.17
36045,2022-08-31,79.17
36046,2022-09-01,79.17
36047,2022-09-02,79.17
36048,2022-09-03,79.17
36049,2022-09-04,79.17
36050,2022-09-05,79.17
36051,2022-09-06,79.17
36052,2022-09-07,79.17
36053,2022-09-08,79.17
36054,2022-09-09,79.17
36055,2022-09-10,79.17
36056,2022-09-11,79.17
36057,2022-09-12,79.17
36058,2022-09-13,79.17
36059,2022-09-14,79.17
36060,2022-09-15,79.17
36061,2022-09-16,79.17
36062,2022-09-17,79.17
36063,2022-09-18,79.17
36064,2022-09-19,79.17
36065,2022-09-20,79.17
36066,2022-09-21,79.17
36067,2022-09-22,79.17
36068,2022-09-23,79.17
36069,2022-09-24,79.17
36070,2022-09-25,79.17
