,date,goverment_response_index_average
35072,2020-01-01,5.99
35073,2020-01-02,5.99
35074,2020-01-03,5.99
35075,2020-01-04,5.99
35076,2020-01-05,10.68
35077,2020-01-06,10.68
35078,2020-01-07,10.68
35079,2020-01-08,10.68
35080,2020-01-09,10.68
35081,2020-01-10,10.68
35082,2020-01-11,10.68
35083,2020-01-12,10.68
35084,2020-01-13,10.68
35085,2020-01-14,10.68
35086,2020-01-15,13.8
35087,2020-01-16,13.8
35088,2020-01-17,13.8
35089,2020-01-18,13.8
35090,2020-01-19,13.8
35091,2020-01-20,14.58
35092,2020-01-21,16.15
35093,2020-01-22,27.08
35094,2020-01-23,37.5
35095,2020-01-24,37.5
35096,2020-01-25,39.06
35097,2020-01-26,51.56
35098,2020-01-27,51.56
35099,2020-01-28,55.73
35100,2020-01-29,55.73
35101,2020-01-30,55.73
35102,2020-01-31,55.73
35103,2020-02-01,59.9
35104,2020-02-02,59.9
35105,2020-02-03,59.9
35106,2020-02-04,59.9
35107,2020-02-05,59.9
35108,2020-02-06,59.9
35109,2020-02-07,59.9
35110,2020-02-08,59.9
35111,2020-02-09,59.9
35112,2020-02-10,58.85
35113,2020-02-11,58.85
35114,2020-02-12,58.85
35115,2020-02-13,58.85
35116,2020-02-14,58.85
35117,2020-02-15,58.85
35118,2020-02-16,60.94
35119,2020-02-17,60.94
35120,2020-02-18,60.94
35121,2020-02-19,60.94
35122,2020-02-20,60.94
35123,2020-02-21,60.94
35124,2020-02-22,60.94
35125,2020-02-23,60.94
35126,2020-02-24,60.94
35127,2020-02-25,64.06
35128,2020-02-26,64.06
35129,2020-02-27,64.06
35130,2020-02-28,64.06
35131,2020-02-29,64.06
35132,2020-03-01,64.06
35133,2020-03-02,64.06
35134,2020-03-03,64.06
35135,2020-03-04,64.06
35136,2020-03-05,64.06
35137,2020-03-06,64.06
35138,2020-03-07,64.06
35139,2020-03-08,64.06
35140,2020-03-09,64.06
35141,2020-03-10,64.06
35142,2020-03-11,64.06
35143,2020-03-12,64.06
35144,2020-03-13,64.06
35145,2020-03-14,64.06
35146,2020-03-15,64.06
35147,2020-03-16,63.02
35148,2020-03-17,63.02
35149,2020-03-18,63.02
35150,2020-03-19,63.02
35151,2020-03-20,63.02
35152,2020-03-21,63.02
35153,2020-03-22,63.02
35154,2020-03-23,63.02
35155,2020-03-24,62.24
35156,2020-03-25,62.24
35157,2020-03-26,63.8
35158,2020-03-27,63.8
35159,2020-03-28,59.11
35160,2020-03-29,59.11
35161,2020-03-30,59.11
35162,2020-03-31,61.2
35163,2020-04-01,61.2
35164,2020-04-02,61.2
35165,2020-04-03,59.11
35166,2020-04-04,59.11
35167,2020-04-05,59.11
35168,2020-04-06,59.11
35169,2020-04-07,59.11
35170,2020-04-08,51.82
35171,2020-04-09,51.82
35172,2020-04-10,51.82
35173,2020-04-11,53.39
35174,2020-04-12,53.39
35175,2020-04-13,53.39
35176,2020-04-14,53.39
35177,2020-04-15,53.39
35178,2020-04-16,53.39
35179,2020-04-17,53.39
35180,2020-04-18,53.39
35181,2020-04-19,53.39
35182,2020-04-20,53.39
35183,2020-04-21,53.39
35184,2020-04-22,53.39
35185,2020-04-23,53.39
35186,2020-04-24,53.39
35187,2020-04-25,53.39
35188,2020-04-26,53.39
35189,2020-04-27,53.39
35190,2020-04-28,53.39
35191,2020-04-29,53.39
35192,2020-04-30,53.39
35193,2020-05-01,53.39
35194,2020-05-02,53.39
35195,2020-05-03,53.39
35196,2020-05-04,53.39
35197,2020-05-05,53.39
35198,2020-05-06,53.39
35199,2020-05-07,53.39
35200,2020-05-08,53.39
35201,2020-05-09,53.39
35202,2020-05-10,67.45
35203,2020-05-11,67.45
35204,2020-05-12,67.45
35205,2020-05-13,67.45
35206,2020-05-14,67.45
35207,2020-05-15,67.45
35208,2020-05-16,67.45
35209,2020-05-17,67.45
35210,2020-05-18,67.45
35211,2020-05-19,67.45
35212,2020-05-20,67.45
35213,2020-05-21,70.57
35214,2020-05-22,70.57
35215,2020-05-23,70.57
35216,2020-05-24,70.57
35217,2020-05-25,70.57
35218,2020-05-26,70.57
35219,2020-05-27,70.57
35220,2020-05-28,70.57
35221,2020-05-29,70.57
35222,2020-05-30,70.57
35223,2020-05-31,70.57
35224,2020-06-01,70.57
35225,2020-06-02,70.57
35226,2020-06-03,68.49
35227,2020-06-04,68.49
35228,2020-06-05,68.49
35229,2020-06-06,68.49
35230,2020-06-07,68.49
35231,2020-06-08,68.49
35232,2020-06-09,68.49
35233,2020-06-10,68.49
35234,2020-06-11,68.49
35235,2020-06-12,68.49
35236,2020-06-13,68.49
35237,2020-06-14,68.49
35238,2020-06-15,68.49
35239,2020-06-16,68.49
35240,2020-06-17,68.49
35241,2020-06-18,68.49
35242,2020-06-19,68.49
35243,2020-06-20,68.49
35244,2020-06-21,68.49
35245,2020-06-22,68.49
35246,2020-06-23,68.49
35247,2020-06-24,68.49
35248,2020-06-25,68.49
35249,2020-06-26,68.49
35250,2020-06-27,68.49
35251,2020-06-28,68.49
35252,2020-06-29,68.49
35253,2020-06-30,68.49
35254,2020-07-01,68.49
35255,2020-07-02,68.49
35256,2020-07-03,68.49
35257,2020-07-04,68.49
35258,2020-07-05,68.49
35259,2020-07-06,68.49
35260,2020-07-07,68.49
35261,2020-07-08,68.49
35262,2020-07-09,68.49
35263,2020-07-10,68.49
35264,2020-07-11,68.49
35265,2020-07-12,68.49
35266,2020-07-13,68.49
35267,2020-07-14,68.49
35268,2020-07-15,68.49
35269,2020-07-16,68.49
35270,2020-07-17,68.49
35271,2020-07-18,68.49
35272,2020-07-19,68.49
35273,2020-07-20,68.49
35274,2020-07-21,68.49
35275,2020-07-22,68.49
35276,2020-07-23,68.49
35277,2020-07-24,68.49
35278,2020-07-25,68.49
35279,2020-07-26,68.49
35280,2020-07-27,68.49
35281,2020-07-28,68.49
35282,2020-07-29,68.49
35283,2020-07-30,68.49
35284,2020-07-31,68.49
35285,2020-08-01,68.49
35286,2020-08-02,68.49
35287,2020-08-03,68.49
35288,2020-08-04,68.49
35289,2020-08-05,68.49
35290,2020-08-06,68.49
35291,2020-08-07,68.49
35292,2020-08-08,68.49
35293,2020-08-09,68.49
35294,2020-08-10,68.49
35295,2020-08-11,68.49
35296,2020-08-12,68.49
35297,2020-08-13,68.49
35298,2020-08-14,68.49
35299,2020-08-15,68.49
35300,2020-08-16,68.49
35301,2020-08-17,68.49
35302,2020-08-18,68.49
35303,2020-08-19,68.49
35304,2020-08-20,68.49
35305,2020-08-21,68.49
35306,2020-08-22,68.49
35307,2020-08-23,68.49
35308,2020-08-24,68.49
35309,2020-08-25,68.49
35310,2020-08-26,68.49
35311,2020-08-27,68.49
35312,2020-08-28,68.49
35313,2020-08-29,68.49
35314,2020-08-30,68.49
35315,2020-08-31,68.49
35316,2020-09-01,68.49
35317,2020-09-02,55.47
35318,2020-09-03,55.47
35319,2020-09-04,50.78
35320,2020-09-05,50.78
35321,2020-09-06,50.78
35322,2020-09-07,50.78
35323,2020-09-08,50.78
35324,2020-09-09,50.78
35325,2020-09-10,50.78
35326,2020-09-11,50.78
35327,2020-09-12,50.78
35328,2020-09-13,50.78
35329,2020-09-14,50.78
35330,2020-09-15,70.57
35331,2020-09-16,70.57
35332,2020-09-17,70.57
35333,2020-09-18,70.57
35334,2020-09-19,70.57
35335,2020-09-20,70.57
35336,2020-09-21,66.93
35337,2020-09-22,64.84
35338,2020-09-23,60.16
35339,2020-09-24,60.16
35340,2020-09-25,60.16
35341,2020-09-26,54.95
35342,2020-09-27,54.95
35343,2020-09-28,54.95
35344,2020-09-29,54.95
35345,2020-09-30,54.95
35346,2020-10-01,54.95
35347,2020-10-02,54.95
35348,2020-10-03,54.95
35349,2020-10-04,54.95
35350,2020-10-05,54.95
35351,2020-10-06,54.95
35352,2020-10-07,54.95
35353,2020-10-08,54.95
35354,2020-10-09,54.95
35355,2020-10-10,53.91
35356,2020-10-11,53.91
35357,2020-10-12,59.11
35358,2020-10-13,59.11
35359,2020-10-14,59.11
35360,2020-10-15,59.11
35361,2020-10-16,59.11
35362,2020-10-17,59.11
35363,2020-10-18,59.11
35364,2020-10-19,59.11
35365,2020-10-20,59.11
35366,2020-10-21,59.11
35367,2020-10-22,59.11
35368,2020-10-23,59.11
35369,2020-10-24,72.92
35370,2020-10-25,72.92
35371,2020-10-26,72.92
35372,2020-10-27,72.92
35373,2020-10-28,72.92
35374,2020-10-29,72.92
35375,2020-10-30,68.75
35376,2020-10-31,65.62
35377,2020-11-01,65.62
35378,2020-11-02,65.62
35379,2020-11-03,65.62
35380,2020-11-04,65.62
35381,2020-11-05,65.62
35382,2020-11-06,65.62
35383,2020-11-07,65.62
35384,2020-11-08,65.62
35385,2020-11-09,65.62
35386,2020-11-10,65.62
35387,2020-11-11,65.62
35388,2020-11-12,65.62
35389,2020-11-13,65.62
35390,2020-11-14,65.62
35391,2020-11-15,65.62
35392,2020-11-16,65.62
35393,2020-11-17,65.62
35394,2020-11-18,65.62
35395,2020-11-19,65.62
35396,2020-11-20,72.92
35397,2020-11-21,72.92
35398,2020-11-22,72.92
35399,2020-11-23,72.92
35400,2020-11-24,76.04
35401,2020-11-25,76.04
35402,2020-11-26,76.04
35403,2020-11-27,76.04
35404,2020-11-28,76.04
35405,2020-11-29,76.04
35406,2020-11-30,76.04
35407,2020-12-01,76.04
35408,2020-12-02,76.04
35409,2020-12-03,76.04
35410,2020-12-04,76.04
35411,2020-12-05,76.04
35412,2020-12-06,76.04
35413,2020-12-07,76.04
35414,2020-12-08,73.96
35415,2020-12-09,73.96
35416,2020-12-10,73.96
35417,2020-12-11,73.96
35418,2020-12-12,73.96
35419,2020-12-13,73.96
35420,2020-12-14,73.96
35421,2020-12-15,75.21
35422,2020-12-16,75.21
35423,2020-12-17,75.21
35424,2020-12-18,75.21
35425,2020-12-19,75.21
35426,2020-12-20,75.21
35427,2020-12-21,75.21
35428,2020-12-22,75.21
35429,2020-12-23,75.21
35430,2020-12-24,75.21
35431,2020-12-25,75.21
35432,2020-12-26,75.21
35433,2020-12-27,75.21
35434,2020-12-28,75.21
35435,2020-12-29,75.21
35436,2020-12-30,75.21
35437,2020-12-31,75.21
35438,2021-01-01,75.21
35439,2021-01-02,75.21
35440,2021-01-03,75.21
35441,2021-01-04,75.21
35442,2021-01-05,75.21
35443,2021-01-06,75.21
35444,2021-01-07,75.21
35445,2021-01-08,75.21
35446,2021-01-09,75.21
35447,2021-01-10,75.21
35448,2021-01-11,75.21
35449,2021-01-12,75.21
35450,2021-01-13,75.21
35451,2021-01-14,75.21
35452,2021-01-15,75.21
35453,2021-01-16,75.21
35454,2021-01-17,75.21
35455,2021-01-18,75.21
35456,2021-01-19,75.21
35457,2021-01-20,75.21
35458,2021-01-21,75.21
35459,2021-01-22,75.21
35460,2021-01-23,75.21
35461,2021-01-24,75.21
35462,2021-01-25,75.21
35463,2021-01-26,75.21
35464,2021-01-27,75.21
35465,2021-01-28,75.21
35466,2021-01-29,75.21
35467,2021-01-30,75.21
35468,2021-01-31,75.21
35469,2021-02-01,75.21
35470,2021-02-02,75.21
35471,2021-02-03,75.21
35472,2021-02-04,75.21
35473,2021-02-05,75.21
35474,2021-02-06,75.21
35475,2021-02-07,75.21
35476,2021-02-08,75.21
35477,2021-02-09,75.21
35478,2021-02-10,75.21
35479,2021-02-11,75.21
35480,2021-02-12,75.21
35481,2021-02-13,75.21
35482,2021-02-14,75.21
35483,2021-02-15,75.21
35484,2021-02-16,75.21
35485,2021-02-17,75.21
35486,2021-02-18,75.21
35487,2021-02-19,75.21
35488,2021-02-20,75.21
35489,2021-02-21,75.21
35490,2021-02-22,63.49
35491,2021-02-23,63.49
35492,2021-02-24,63.49
35493,2021-02-25,63.49
35494,2021-02-26,63.49
35495,2021-02-27,63.49
35496,2021-02-28,63.49
35497,2021-03-01,60.36
35498,2021-03-02,60.36
35499,2021-03-03,61.61
35500,2021-03-04,61.61
35501,2021-03-05,61.61
35502,2021-03-06,61.61
35503,2021-03-07,61.61
35504,2021-03-08,61.61
35505,2021-03-09,61.61
35506,2021-03-10,61.61
35507,2021-03-11,61.61
35508,2021-03-12,61.61
35509,2021-03-13,61.61
35510,2021-03-14,61.61
35511,2021-03-15,59.01
35512,2021-03-16,59.01
35513,2021-03-17,59.01
35514,2021-03-18,59.01
35515,2021-03-19,59.01
35516,2021-03-20,59.01
35517,2021-03-21,59.01
35518,2021-03-22,59.01
35519,2021-03-23,61.51
35520,2021-03-24,61.51
35521,2021-03-25,61.51
35522,2021-03-26,61.51
35523,2021-03-27,61.51
35524,2021-03-28,61.51
35525,2021-03-29,57.6
35526,2021-03-30,57.6
35527,2021-03-31,60.73
35528,2021-04-01,60.73
35529,2021-04-02,60.73
35530,2021-04-03,60.73
35531,2021-04-04,60.73
35532,2021-04-05,76.61
35533,2021-04-06,76.61
35534,2021-04-07,76.61
35535,2021-04-08,76.61
35536,2021-04-09,76.61
35537,2021-04-10,76.61
35538,2021-04-11,76.61
35539,2021-04-12,76.61
35540,2021-04-13,76.61
35541,2021-04-14,76.61
35542,2021-04-15,76.61
35543,2021-04-16,76.61
35544,2021-04-17,76.61
35545,2021-04-18,76.61
35546,2021-04-19,76.61
35547,2021-04-20,76.61
35548,2021-04-21,76.61
35549,2021-04-22,76.61
35550,2021-04-23,76.61
35551,2021-04-24,76.61
35552,2021-04-25,76.61
35553,2021-04-26,76.61
35554,2021-04-27,76.61
35555,2021-04-28,76.61
35556,2021-04-29,76.61
35557,2021-04-30,76.61
35558,2021-05-01,76.61
35559,2021-05-02,76.61
35560,2021-05-03,76.61
35561,2021-05-04,70.36
35562,2021-05-05,70.36
35563,2021-05-06,68.28
35564,2021-05-07,68.28
35565,2021-05-08,68.28
35566,2021-05-09,68.28
35567,2021-05-10,69.53
35568,2021-05-11,69.53
35569,2021-05-12,68.49
35570,2021-05-13,68.49
35571,2021-05-14,71.61
35572,2021-05-15,71.61
35573,2021-05-16,72.66
35574,2021-05-17,72.66
35575,2021-05-18,72.66
35576,2021-05-19,72.66
35577,2021-05-20,72.66
35578,2021-05-21,72.66
35579,2021-05-22,72.66
35580,2021-05-23,72.66
35581,2021-05-24,72.66
35582,2021-05-25,72.66
35583,2021-05-26,72.66
35584,2021-05-27,72.66
35585,2021-05-28,72.66
35586,2021-05-29,74.74
35587,2021-05-30,74.74
35588,2021-05-31,74.74
35589,2021-06-01,70.57
35590,2021-06-02,72.92
35591,2021-06-03,72.92
35592,2021-06-04,72.92
35593,2021-06-05,72.92
35594,2021-06-06,72.92
35595,2021-06-07,72.92
35596,2021-06-08,72.92
35597,2021-06-09,72.92
35598,2021-06-10,72.92
35599,2021-06-11,75.0
35600,2021-06-12,75.0
35601,2021-06-13,75.0
35602,2021-06-14,75.0
35603,2021-06-15,75.0
35604,2021-06-16,75.0
35605,2021-06-17,75.0
35606,2021-06-18,75.0
35607,2021-06-19,75.0
35608,2021-06-20,75.0
35609,2021-06-21,75.0
35610,2021-06-22,75.0
35611,2021-06-23,75.0
35612,2021-06-24,70.57
35613,2021-06-25,70.57
35614,2021-06-26,70.57
35615,2021-06-27,70.57
35616,2021-06-28,70.57
35617,2021-06-29,70.57
35618,2021-06-30,70.57
35619,2021-07-01,70.57
35620,2021-07-02,67.45
35621,2021-07-03,67.45
35622,2021-07-04,67.45
35623,2021-07-05,67.45
35624,2021-07-06,67.45
35625,2021-07-07,72.66
35626,2021-07-08,72.66
35627,2021-07-09,72.66
35628,2021-07-10,72.66
35629,2021-07-11,72.66
35630,2021-07-12,72.66
35631,2021-07-13,72.66
35632,2021-07-14,72.66
35633,2021-07-15,72.66
35634,2021-07-16,72.66
35635,2021-07-17,72.66
35636,2021-07-18,72.66
35637,2021-07-19,72.66
35638,2021-07-20,76.3
35639,2021-07-21,76.3
35640,2021-07-22,76.3
35641,2021-07-23,76.3
35642,2021-07-24,76.3
35643,2021-07-25,76.3
35644,2021-07-26,76.3
35645,2021-07-27,76.3
35646,2021-07-28,76.3
35647,2021-07-29,76.3
35648,2021-07-30,76.3
35649,2021-07-31,79.43
35650,2021-08-01,79.43
35651,2021-08-02,79.43
35652,2021-08-03,79.43
35653,2021-08-04,79.43
35654,2021-08-05,79.43
35655,2021-08-06,79.43
35656,2021-08-07,79.43
35657,2021-08-08,79.43
35658,2021-08-09,79.43
35659,2021-08-10,79.43
35660,2021-08-11,79.43
35661,2021-08-12,79.43
35662,2021-08-13,79.43
35663,2021-08-14,79.43
35664,2021-08-15,79.43
35665,2021-08-16,79.43
35666,2021-08-17,79.43
35667,2021-08-18,79.43
35668,2021-08-19,79.43
35669,2021-08-20,79.43
35670,2021-08-21,79.43
35671,2021-08-22,79.43
35672,2021-08-23,79.43
35673,2021-08-24,79.43
35674,2021-08-25,79.43
35675,2021-08-26,79.43
35676,2021-08-27,79.43
35677,2021-08-28,79.43
35678,2021-08-29,79.43
35679,2021-08-30,79.43
35680,2021-08-31,79.43
35681,2021-09-01,76.3
35682,2021-09-02,76.3
35683,2021-09-03,76.3
35684,2021-09-04,76.3
35685,2021-09-05,76.3
35686,2021-09-06,76.3
35687,2021-09-07,76.3
35688,2021-09-08,76.3
35689,2021-09-09,76.3
35690,2021-09-10,76.3
35691,2021-09-11,79.43
35692,2021-09-12,79.43
35693,2021-09-13,79.43
35694,2021-09-14,79.43
35695,2021-09-15,79.43
35696,2021-09-16,79.43
35697,2021-09-17,79.43
35698,2021-09-18,79.43
35699,2021-09-19,79.43
35700,2021-09-20,79.43
35701,2021-09-21,79.43
35702,2021-09-22,79.43
35703,2021-09-23,79.43
35704,2021-09-24,79.43
35705,2021-09-25,79.43
35706,2021-09-26,79.43
35707,2021-09-27,79.43
35708,2021-09-28,79.43
35709,2021-09-29,79.43
35710,2021-09-30,79.43
35711,2021-10-01,79.43
35712,2021-10-02,79.43
35713,2021-10-03,79.43
35714,2021-10-04,79.43
35715,2021-10-05,79.43
35716,2021-10-06,79.43
35717,2021-10-07,79.43
35718,2021-10-08,79.43
35719,2021-10-09,79.43
35720,2021-10-10,79.43
35721,2021-10-11,79.43
35722,2021-10-12,79.43
35723,2021-10-13,79.43
35724,2021-10-14,79.43
35725,2021-10-15,76.3
35726,2021-10-16,76.3
35727,2021-10-17,76.3
35728,2021-10-18,76.3
35729,2021-10-19,79.43
35730,2021-10-20,79.43
35731,2021-10-21,79.43
35732,2021-10-22,79.43
35733,2021-10-23,79.43
35734,2021-10-24,79.43
35735,2021-10-25,79.43
35736,2021-10-26,79.43
35737,2021-10-27,79.43
35738,2021-10-28,79.43
35739,2021-10-29,79.43
35740,2021-10-30,79.43
35741,2021-10-31,79.43
35742,2021-11-01,79.43
35743,2021-11-02,79.43
35744,2021-11-03,79.43
35745,2021-11-04,79.43
35746,2021-11-05,79.43
35747,2021-11-06,79.43
35748,2021-11-07,79.43
35749,2021-11-08,79.43
35750,2021-11-09,79.43
35751,2021-11-10,79.43
35752,2021-11-11,79.43
35753,2021-11-12,79.43
35754,2021-11-13,79.43
35755,2021-11-14,79.43
35756,2021-11-15,79.43
35757,2021-11-16,79.43
35758,2021-11-17,79.43
35759,2021-11-18,79.43
35760,2021-11-19,79.43
35761,2021-11-20,79.43
35762,2021-11-21,79.43
35763,2021-11-22,79.43
35764,2021-11-23,79.43
35765,2021-11-24,79.43
35766,2021-11-25,79.43
35767,2021-11-26,79.43
35768,2021-11-27,79.43
35769,2021-11-28,79.43
35770,2021-11-29,79.43
35771,2021-11-30,79.43
35772,2021-12-01,79.43
35773,2021-12-02,79.43
35774,2021-12-03,79.43
35775,2021-12-04,79.43
35776,2021-12-05,79.43
35777,2021-12-06,79.43
35778,2021-12-07,79.43
35779,2021-12-08,79.43
35780,2021-12-09,79.43
35781,2021-12-10,79.43
35782,2021-12-11,79.43
35783,2021-12-12,79.43
35784,2021-12-13,79.43
35785,2021-12-14,79.43
35786,2021-12-15,79.43
35787,2021-12-16,79.43
35788,2021-12-17,79.43
35789,2021-12-18,79.43
35790,2021-12-19,79.43
35791,2021-12-20,79.43
35792,2021-12-21,79.43
35793,2021-12-22,79.43
35794,2021-12-23,79.43
35795,2021-12-24,79.43
35796,2021-12-25,79.43
35797,2021-12-26,79.43
35798,2021-12-27,79.43
35799,2021-12-28,79.43
35800,2021-12-29,79.43
35801,2021-12-30,79.43
35802,2021-12-31,79.43
35803,2022-01-01,79.43
35804,2022-01-02,79.43
35805,2022-01-03,79.43
35806,2022-01-04,79.43
35807,2022-01-05,79.43
35808,2022-01-06,79.43
35809,2022-01-07,79.43
35810,2022-01-08,79.43
35811,2022-01-09,79.43
35812,2022-01-10,79.43
35813,2022-01-11,79.43
35814,2022-01-12,79.43
35815,2022-01-13,79.43
35816,2022-01-14,79.43
35817,2022-01-15,79.43
35818,2022-01-16,79.43
35819,2022-01-17,79.43
35820,2022-01-18,79.43
35821,2022-01-19,79.43
35822,2022-01-20,79.43
35823,2022-01-21,79.43
35824,2022-01-22,79.43
35825,2022-01-23,79.43
35826,2022-01-24,77.34
35827,2022-01-25,79.43
35828,2022-01-26,79.43
35829,2022-01-27,79.43
35830,2022-01-28,79.43
35831,2022-01-29,79.43
35832,2022-01-30,79.43
35833,2022-01-31,79.43
35834,2022-02-01,79.43
35835,2022-02-02,79.43
35836,2022-02-03,79.43
35837,2022-02-04,79.43
35838,2022-02-05,79.43
35839,2022-02-06,79.43
35840,2022-02-07,79.43
35841,2022-02-08,79.43
35842,2022-02-09,79.43
35843,2022-02-10,79.43
35844,2022-02-11,79.43
35845,2022-02-12,79.43
35846,2022-02-13,79.43
35847,2022-02-14,79.43
35848,2022-02-15,79.43
35849,2022-02-16,79.43
35850,2022-02-17,79.43
35851,2022-02-18,79.43
35852,2022-02-19,79.43
35853,2022-02-20,79.43
35854,2022-02-21,79.43
35855,2022-02-22,79.43
35856,2022-02-23,79.43
35857,2022-02-24,79.43
35858,2022-02-25,79.43
35859,2022-02-26,79.43
35860,2022-02-27,79.43
35861,2022-02-28,79.43
35862,2022-03-01,79.43
35863,2022-03-02,79.43
35864,2022-03-03,79.43
35865,2022-03-04,79.43
35866,2022-03-05,79.43
35867,2022-03-06,79.43
35868,2022-03-07,79.43
35869,2022-03-08,79.43
35870,2022-03-09,79.43
35871,2022-03-10,79.43
35872,2022-03-11,79.43
35873,2022-03-12,79.43
35874,2022-03-13,79.43
35875,2022-03-14,79.43
35876,2022-03-15,79.43
35877,2022-03-16,81.77
35878,2022-03-17,81.77
35879,2022-03-18,81.77
35880,2022-03-19,81.77
35881,2022-03-20,81.77
35882,2022-03-21,81.77
35883,2022-03-22,81.77
35884,2022-03-23,81.77
35885,2022-03-24,81.77
35886,2022-03-25,81.77
35887,2022-03-26,81.77
35888,2022-03-27,81.77
35889,2022-03-28,81.77
35890,2022-03-29,81.77
35891,2022-03-30,81.77
35892,2022-03-31,81.77
35893,2022-04-01,81.77
35894,2022-04-02,81.77
35895,2022-04-03,81.77
35896,2022-04-04,81.77
35897,2022-04-05,81.77
35898,2022-04-06,81.77
35899,2022-04-07,81.77
35900,2022-04-08,81.77
35901,2022-04-09,81.77
35902,2022-04-10,81.77
35903,2022-04-11,81.77
35904,2022-04-12,81.77
35905,2022-04-13,81.77
35906,2022-04-14,81.77
35907,2022-04-15,81.77
35908,2022-04-16,79.69
35909,2022-04-17,79.69
35910,2022-04-18,81.77
35911,2022-04-19,81.77
35912,2022-04-20,81.77
35913,2022-04-21,81.77
35914,2022-04-22,81.77
35915,2022-04-23,81.77
35916,2022-04-24,81.77
35917,2022-04-25,81.77
35918,2022-04-26,81.77
35919,2022-04-27,81.77
35920,2022-04-28,81.77
35921,2022-04-29,81.77
35922,2022-04-30,81.77
35923,2022-05-01,81.77
35924,2022-05-02,81.77
35925,2022-05-03,81.77
35926,2022-05-04,81.77
35927,2022-05-05,81.77
35928,2022-05-06,81.77
35929,2022-05-07,81.77
35930,2022-05-08,81.77
35931,2022-05-09,81.77
35932,2022-05-10,81.77
35933,2022-05-11,81.77
35934,2022-05-12,81.77
35935,2022-05-13,81.77
35936,2022-05-14,81.77
35937,2022-05-15,81.77
35938,2022-05-16,81.77
35939,2022-05-17,81.77
35940,2022-05-18,81.77
35941,2022-05-19,81.77
35942,2022-05-20,81.77
35943,2022-05-21,81.77
35944,2022-05-22,81.77
35945,2022-05-23,81.77
35946,2022-05-24,81.77
35947,2022-05-25,81.77
35948,2022-05-26,81.77
35949,2022-05-27,81.77
35950,2022-05-28,81.77
35951,2022-05-29,81.77
35952,2022-05-30,81.77
35953,2022-05-31,81.77
35954,2022-06-01,81.77
35955,2022-06-02,81.77
35956,2022-06-03,81.77
35957,2022-06-04,81.77
35958,2022-06-05,81.77
35959,2022-06-06,81.77
35960,2022-06-07,81.77
35961,2022-06-08,81.77
35962,2022-06-09,81.77
35963,2022-06-10,81.77
35964,2022-06-11,81.77
35965,2022-06-12,81.77
35966,2022-06-13,81.77
35967,2022-06-14,81.77
35968,2022-06-15,81.77
35969,2022-06-16,81.77
35970,2022-06-17,81.77
35971,2022-06-18,81.77
35972,2022-06-19,81.77
35973,2022-06-20,81.77
35974,2022-06-21,81.77
35975,2022-06-22,81.77
35976,2022-06-23,81.77
35977,2022-06-24,81.77
35978,2022-06-25,81.77
35979,2022-06-26,81.77
35980,2022-06-27,81.77
35981,2022-06-28,81.77
35982,2022-06-29,81.77
35983,2022-06-30,81.77
35984,2022-07-01,81.77
35985,2022-07-02,81.77
35986,2022-07-03,81.77
35987,2022-07-04,81.77
35988,2022-07-05,81.77
35989,2022-07-06,81.77
35990,2022-07-07,81.77
35991,2022-07-08,81.77
35992,2022-07-09,81.77
35993,2022-07-10,81.77
35994,2022-07-11,81.77
35995,2022-07-12,81.77
35996,2022-07-13,81.77
35997,2022-07-14,81.77
35998,2022-07-15,81.77
35999,2022-07-16,81.77
36000,2022-07-17,81.77
36001,2022-07-18,81.77
36002,2022-07-19,81.77
36003,2022-07-20,81.77
36004,2022-07-21,81.77
36005,2022-07-22,81.77
36006,2022-07-23,81.77
36007,2022-07-24,81.77
36008,2022-07-25,81.77
36009,2022-07-26,81.77
36010,2022-07-27,81.77
36011,2022-07-28,81.77
36012,2022-07-29,81.77
36013,2022-07-30,81.77
36014,2022-07-31,81.77
36015,2022-08-01,81.77
36016,2022-08-02,81.77
36017,2022-08-03,81.77
36018,2022-08-04,81.77
36019,2022-08-05,81.77
36020,2022-08-06,81.77
36021,2022-08-07,81.77
36022,2022-08-08,81.77
36023,2022-08-09,81.77
36024,2022-08-10,81.77
36025,2022-08-11,81.77
36026,2022-08-12,81.77
36027,2022-08-13,81.77
36028,2022-08-14,81.77
36029,2022-08-15,81.77
36030,2022-08-16,81.77
36031,2022-08-17,81.77
36032,2022-08-18,81.77
36033,2022-08-19,81.77
36034,2022-08-20,81.77
36035,2022-08-21,81.77
36036,2022-08-22,81.77
36037,2022-08-23,81.77
36038,2022-08-24,81.77
36039,2022-08-25,81.77
36040,2022-08-26,81.77
36041,2022-08-27,81.77
36042,2022-08-28,81.77
36043,2022-08-29,81.77
36044,2022-08-30,81.77
36045,2022-08-31,81.77
36046,2022-09-01,81.77
36047,2022-09-02,81.77
36048,2022-09-03,81.77
36049,2022-09-04,81.77
36050,2022-09-05,81.77
36051,2022-09-06,81.77
36052,2022-09-07,81.77
36053,2022-09-08,81.77
36054,2022-09-09,81.77
36055,2022-09-10,81.77
36056,2022-09-11,81.77
36057,2022-09-12,81.77
36058,2022-09-13,81.77
36059,2022-09-14,81.77
36060,2022-09-15,81.77
36061,2022-09-16,81.77
36062,2022-09-17,81.77
36063,2022-09-18,81.77
36064,2022-09-19,81.77
36065,2022-09-20,81.77
36066,2022-09-21,81.77
36067,2022-09-22,81.77
36068,2022-09-23,81.77
36069,2022-09-24,81.77
36070,2022-09-25,81.77
