,date,goverment_response_index_average
191937,2020-05-17,64.58
191938,2020-05-18,64.58
191939,2020-05-19,64.58
191940,2020-05-20,64.58
191941,2020-05-21,64.58
191942,2020-05-22,64.58
191943,2020-05-23,64.58
191944,2020-05-24,64.58
191945,2020-05-25,64.58
191946,2020-05-26,64.58
191947,2020-05-27,64.58
191948,2020-05-28,64.58
191949,2020-05-29,64.58
191950,2020-05-30,64.58
191951,2020-05-31,64.58
191952,2020-06-01,64.58
191953,2020-06-02,64.58
191954,2020-06-03,64.58
191955,2020-06-04,64.58
191956,2020-06-05,64.58
191957,2020-06-06,64.58
191958,2020-06-07,64.58
191959,2020-06-08,64.58
191960,2020-06-09,64.58
191961,2020-06-10,64.58
191962,2020-06-11,64.58
191963,2020-06-12,64.58
191964,2020-06-13,64.58
191965,2020-06-14,64.58
191966,2020-06-15,62.5
191967,2020-06-16,62.5
191968,2020-06-17,62.5
191969,2020-06-18,62.5
191970,2020-06-19,62.5
191971,2020-06-20,62.5
191972,2020-06-21,62.5
191973,2020-06-22,62.5
191974,2020-06-23,62.5
191975,2020-06-24,64.58
191976,2020-06-25,64.58
191977,2020-06-26,64.58
191978,2020-06-27,64.58
191979,2020-06-28,64.58
191980,2020-06-29,64.58
191981,2020-06-30,64.58
191982,2020-07-01,64.58
191983,2020-07-02,64.58
191984,2020-07-03,64.58
191985,2020-07-04,64.58
191986,2020-07-05,64.58
191987,2020-07-06,64.58
191988,2020-07-07,64.58
191989,2020-07-08,64.58
191990,2020-07-09,64.58
191991,2020-07-10,64.58
191992,2020-07-11,64.58
191993,2020-07-12,64.58
191994,2020-07-13,64.58
191995,2020-07-14,64.58
191996,2020-07-15,64.58
191997,2020-07-16,64.58
191998,2020-07-17,64.58
191999,2020-07-18,64.58
192000,2020-07-19,64.58
192001,2020-07-20,64.58
192002,2020-07-21,64.58
192003,2020-07-22,64.58
192004,2020-07-23,64.58
192005,2020-07-24,64.58
192006,2020-07-25,64.58
192007,2020-07-26,64.58
192008,2020-07-27,64.58
192009,2020-07-28,64.58
192010,2020-07-29,64.58
192011,2020-07-30,64.58
192012,2020-07-31,64.58
192013,2020-08-01,64.58
192014,2020-08-02,64.58
192015,2020-08-03,64.58
192016,2020-08-04,64.58
192017,2020-08-05,64.58
192018,2020-08-06,64.58
192019,2020-08-07,64.58
192020,2020-08-08,64.58
192021,2020-08-09,64.58
192022,2020-08-10,64.58
192023,2020-08-11,64.58
192024,2020-08-12,64.58
192025,2020-08-13,64.58
192026,2020-08-14,64.58
192027,2020-08-15,64.58
192028,2020-08-16,64.58
192029,2020-08-17,64.58
192030,2020-08-18,64.58
192031,2020-08-19,64.58
192032,2020-08-20,64.58
192033,2020-08-21,64.58
192034,2020-08-22,64.58
192035,2020-08-23,64.58
192036,2020-08-24,64.58
192037,2020-08-25,64.58
192038,2020-08-26,64.58
192039,2020-08-27,64.58
192040,2020-08-28,64.58
192041,2020-08-29,64.58
192042,2020-08-30,64.58
192043,2020-08-31,64.58
192044,2020-09-01,64.58
192045,2020-09-02,64.58
192046,2020-09-03,64.58
192047,2020-09-04,64.58
192048,2020-09-05,64.58
192049,2020-09-06,64.58
192050,2020-09-07,64.58
192051,2020-09-08,64.58
192052,2020-09-09,64.58
192053,2020-09-10,64.58
192054,2020-09-11,64.58
192055,2020-09-12,63.02
192056,2020-09-13,63.02
192057,2020-09-14,63.02
192058,2020-09-15,63.02
192059,2020-09-16,63.02
192060,2020-09-17,61.98
192061,2020-09-18,61.98
192062,2020-09-19,61.98
192063,2020-09-20,61.98
192064,2020-09-21,61.98
192065,2020-09-22,61.98
192066,2020-09-23,61.98
192067,2020-09-24,61.98
192068,2020-09-25,61.98
192069,2020-09-26,61.98
192070,2020-09-27,61.98
192071,2020-09-28,61.98
192072,2020-09-29,61.98
192073,2020-09-30,61.98
192074,2020-10-01,61.98
192075,2020-10-02,61.98
192076,2020-10-03,61.98
192077,2020-10-04,61.98
192078,2020-10-05,61.98
192079,2020-10-06,61.98
192080,2020-10-07,61.98
192081,2020-10-08,61.98
192082,2020-10-09,61.98
192083,2020-10-10,61.98
192084,2020-10-11,61.98
192085,2020-10-12,61.98
192086,2020-10-13,61.98
192087,2020-10-14,61.98
192088,2020-10-15,61.98
192089,2020-10-16,61.98
192090,2020-10-17,61.98
192091,2020-10-18,61.98
192092,2020-10-19,61.98
192093,2020-10-20,61.98
192094,2020-10-21,61.98
192095,2020-10-22,61.98
192096,2020-10-23,61.98
192097,2020-10-24,61.98
192098,2020-10-25,61.98
192099,2020-10-26,61.98
192100,2020-10-27,61.98
192101,2020-10-28,61.98
192102,2020-10-29,61.98
192103,2020-10-30,61.98
192104,2020-10-31,61.98
192105,2020-11-01,61.98
192106,2020-11-02,61.98
192107,2020-11-03,61.98
192108,2020-11-04,61.98
192109,2020-11-05,61.98
192110,2020-11-06,61.98
192111,2020-11-07,61.98
192112,2020-11-08,61.98
192113,2020-11-09,63.54
192114,2020-11-10,63.54
192115,2020-11-11,63.54
192116,2020-11-12,63.54
192117,2020-11-13,63.54
192118,2020-11-14,63.54
192119,2020-11-15,63.54
192120,2020-11-16,67.19
192121,2020-11-17,67.19
192122,2020-11-18,67.19
192123,2020-11-19,67.19
192124,2020-11-20,67.19
192125,2020-11-21,67.19
192126,2020-11-22,67.19
192127,2020-11-23,67.19
192128,2020-11-24,67.19
192129,2020-11-25,67.19
192130,2020-11-26,67.19
192131,2020-11-27,67.19
192132,2020-11-28,67.19
192133,2020-11-29,67.19
192134,2020-11-30,67.19
192135,2020-12-01,67.19
192136,2020-12-02,65.1
192137,2020-12-03,65.1
192138,2020-12-04,65.1
192139,2020-12-05,65.1
192140,2020-12-06,65.1
192141,2020-12-07,65.1
192142,2020-12-08,65.1
192143,2020-12-09,65.1
192144,2020-12-10,65.1
192145,2020-12-11,65.1
192146,2020-12-12,65.1
192147,2020-12-13,65.1
192148,2020-12-14,66.35
192149,2020-12-15,68.44
192150,2020-12-16,68.44
192151,2020-12-17,68.44
192152,2020-12-18,68.44
192153,2020-12-19,68.44
192154,2020-12-20,68.44
192155,2020-12-21,68.44
192156,2020-12-22,68.44
192157,2020-12-23,68.44
192158,2020-12-24,68.44
192159,2020-12-25,68.44
192160,2020-12-26,68.44
192161,2020-12-27,68.44
192162,2020-12-28,68.44
192163,2020-12-29,68.44
192164,2020-12-30,68.44
192165,2020-12-31,68.44
192166,2021-01-01,68.44
192167,2021-01-02,68.44
192168,2021-01-03,68.44
192169,2021-01-04,68.44
192170,2021-01-05,68.44
192171,2021-01-06,68.44
192172,2021-01-07,68.44
192173,2021-01-08,68.44
192174,2021-01-09,68.44
192175,2021-01-10,68.44
192176,2021-01-11,68.44
192177,2021-01-12,68.44
192178,2021-01-13,68.44
192179,2021-01-14,68.44
192180,2021-01-15,68.44
192181,2021-01-16,68.44
192182,2021-01-17,68.44
192183,2021-01-18,68.44
192184,2021-01-19,68.44
192185,2021-01-20,68.44
192186,2021-01-21,68.44
192187,2021-01-22,68.44
192188,2021-01-23,68.44
192189,2021-01-24,68.44
192190,2021-01-25,68.44
192191,2021-01-26,68.44
192192,2021-01-27,68.44
192193,2021-01-28,68.44
192194,2021-01-29,68.44
192195,2021-01-30,68.44
192196,2021-01-31,68.44
192197,2021-02-01,68.44
192198,2021-02-02,68.44
192199,2021-02-03,66.35
192200,2021-02-04,66.35
192201,2021-02-05,66.35
192202,2021-02-06,66.35
192203,2021-02-07,66.35
192204,2021-02-08,66.35
192205,2021-02-09,66.35
192206,2021-02-10,66.35
192207,2021-02-11,66.35
192208,2021-02-12,66.35
192209,2021-02-13,66.35
192210,2021-02-14,66.35
192211,2021-02-15,66.35
192212,2021-02-16,66.35
192213,2021-02-17,66.35
192214,2021-02-18,66.35
192215,2021-02-19,66.35
192216,2021-02-20,66.35
192217,2021-02-21,66.35
192218,2021-02-22,66.35
192219,2021-02-23,66.35
192220,2021-02-24,66.35
192221,2021-02-25,66.35
192222,2021-02-26,66.35
192223,2021-02-27,67.6
192224,2021-02-28,67.6
192225,2021-03-01,67.6
192226,2021-03-02,67.6
192227,2021-03-03,67.6
192228,2021-03-04,65.52
192229,2021-03-05,65.52
192230,2021-03-06,65.52
192231,2021-03-07,65.52
192232,2021-03-08,65.52
192233,2021-03-09,65.52
192234,2021-03-10,64.48
192235,2021-03-11,64.48
192236,2021-03-12,64.48
192237,2021-03-13,64.48
192238,2021-03-14,64.48
192239,2021-03-15,64.48
192240,2021-03-16,64.48
192241,2021-03-17,64.48
192242,2021-03-18,64.48
192243,2021-03-19,64.48
192244,2021-03-20,64.48
192245,2021-03-21,64.48
192246,2021-03-22,64.48
192247,2021-03-23,61.35
192248,2021-03-24,61.35
192249,2021-03-25,61.35
192250,2021-03-26,61.35
192251,2021-03-27,61.35
192252,2021-03-28,61.35
192253,2021-03-29,59.79
192254,2021-03-30,61.04
192255,2021-03-31,61.04
192256,2021-04-01,61.04
192257,2021-04-02,60.39
192258,2021-04-03,60.38
192259,2021-04-04,60.38
192260,2021-04-05,60.36
192261,2021-04-06,60.34
192262,2021-04-07,60.32
192263,2021-04-08,60.3
192264,2021-04-09,60.27
192265,2021-04-10,60.26
192266,2021-04-11,60.25
192267,2021-04-12,60.23
192268,2021-04-13,60.22
192269,2021-04-14,60.2
192270,2021-04-15,60.18
192271,2021-04-16,60.16
192272,2021-04-17,60.15
192273,2021-04-18,60.15
192274,2021-04-19,62.63
192275,2021-04-20,62.62
192276,2021-04-21,62.6
192277,2021-04-22,62.58
192278,2021-04-23,62.56
192279,2021-04-24,62.55
192280,2021-04-25,62.54
192281,2021-04-26,62.53
192282,2021-04-27,62.51
192283,2021-04-28,62.49
192284,2021-04-29,62.48
192285,2021-04-30,62.46
192286,2021-05-01,62.45
192287,2021-05-02,62.44
192288,2021-05-03,62.43
192289,2021-05-04,62.41
192290,2021-05-05,62.4
192291,2021-05-06,62.38
192292,2021-05-07,62.36
192293,2021-05-08,62.35
192294,2021-05-09,61.83
192295,2021-05-10,61.82
192296,2021-05-11,64.58
192297,2021-05-12,64.58
192298,2021-05-13,64.58
192299,2021-05-14,64.58
192300,2021-05-15,64.58
192301,2021-05-16,63.02
192302,2021-05-17,63.02
192303,2021-05-18,63.02
192304,2021-05-19,63.02
192305,2021-05-20,63.02
192306,2021-05-21,63.02
192307,2021-05-22,63.02
192308,2021-05-23,60.42
192309,2021-05-24,60.42
192310,2021-05-25,60.42
192311,2021-05-26,60.42
192312,2021-05-27,60.42
192313,2021-05-28,60.42
192314,2021-05-29,60.42
192315,2021-05-30,60.42
192316,2021-05-31,60.42
192317,2021-06-01,60.42
192318,2021-06-02,60.42
192319,2021-06-03,60.42
192320,2021-06-04,60.42
192321,2021-06-05,60.42
192322,2021-06-06,60.42
192323,2021-06-07,60.42
192324,2021-06-08,60.42
192325,2021-06-09,60.42
192326,2021-06-10,57.4
192327,2021-06-11,57.39
192328,2021-06-12,57.38
192329,2021-06-13,57.38
192330,2021-06-14,62.06
192331,2021-06-15,62.06
192332,2021-06-16,62.05
192333,2021-06-17,62.04
192334,2021-06-18,62.04
192335,2021-06-19,62.04
192336,2021-06-20,62.03
192337,2021-06-21,62.03
192338,2021-06-22,62.03
192339,2021-06-23,62.02
192340,2021-06-24,62.02
192341,2021-06-25,62.01
192342,2021-06-26,62.01
192343,2021-06-27,62.01
192344,2021-06-28,62.01
192345,2021-06-29,62.0
192346,2021-06-30,62.0
192347,2021-07-01,62.0
192348,2021-07-02,61.99
192349,2021-07-03,61.99
192350,2021-07-04,61.99
192351,2021-07-05,61.99
192352,2021-07-06,61.99
192353,2021-07-07,61.98
192354,2021-07-08,55.21
192355,2021-07-09,55.21
192356,2021-07-10,55.21
192357,2021-07-11,55.2
192358,2021-07-12,55.2
192359,2021-07-13,55.2
192360,2021-07-14,55.2
192361,2021-07-15,53.63
192362,2021-07-16,53.63
192363,2021-07-17,53.62
192364,2021-07-18,53.62
192365,2021-07-19,53.62
192366,2021-07-20,53.62
192367,2021-07-21,53.62
192368,2021-07-22,53.61
192369,2021-07-23,53.61
192370,2021-07-24,53.61
192371,2021-07-25,53.61
192372,2021-07-26,52.81
192373,2021-07-27,52.8
192374,2021-07-28,52.8
192375,2021-07-29,52.8
192376,2021-07-30,52.79
192377,2021-07-31,52.79
192378,2021-08-01,49.66
192379,2021-08-02,49.66
192380,2021-08-03,52.78
192381,2021-08-04,52.78
192382,2021-08-05,52.77
192383,2021-08-06,52.77
192384,2021-08-07,52.77
192385,2021-08-08,52.77
192386,2021-08-09,52.76
192387,2021-08-10,54.32
192388,2021-08-11,54.31
192389,2021-08-12,54.31
192390,2021-08-13,55.79
192391,2021-08-14,55.78
192392,2021-08-15,55.78
192393,2021-08-16,56.75
192394,2021-08-17,56.74
192395,2021-08-18,56.73
192396,2021-08-19,56.72
192397,2021-08-20,56.7
192398,2021-08-21,56.69
192399,2021-08-22,56.69
192400,2021-08-23,56.67
192401,2021-08-24,58.34
192402,2021-08-25,58.34
192403,2021-08-26,58.33
192404,2021-08-27,58.31
192405,2021-08-28,58.31
192406,2021-08-29,58.3
192407,2021-08-30,58.3
192408,2021-08-31,58.29
192409,2021-09-01,56.01
192410,2021-09-02,56.0
192411,2021-09-03,55.99
192412,2021-09-04,55.99
192413,2021-09-05,54.42
192414,2021-09-06,54.42
192415,2021-09-07,54.41
192416,2021-09-08,54.4
192417,2021-09-09,54.4
192418,2021-09-10,54.39
192419,2021-09-11,54.38
192420,2021-09-12,54.38
192421,2021-09-13,54.38
192422,2021-09-14,54.37
192423,2021-09-15,54.36
192424,2021-09-16,54.36
192425,2021-09-17,54.35
192426,2021-09-18,54.35
192427,2021-09-19,54.34
192428,2021-09-20,54.34
192429,2021-09-21,54.33
192430,2021-09-22,54.33
192431,2021-09-23,54.32
192432,2021-09-24,54.32
192433,2021-09-25,54.31
192434,2021-09-26,54.31
192435,2021-09-27,54.31
192436,2021-09-28,54.3
192437,2021-09-29,54.3
192438,2021-09-30,54.29
192439,2021-10-01,54.28
192440,2021-10-02,54.28
192441,2021-10-03,54.28
192442,2021-10-04,51.16
192443,2021-10-05,51.15
192444,2021-10-06,51.15
192445,2021-10-07,51.14
192446,2021-10-08,51.14
192447,2021-10-09,51.14
192448,2021-10-10,51.13
192449,2021-10-11,51.13
192450,2021-10-12,51.13
192451,2021-10-13,51.12
192452,2021-10-14,51.12
192453,2021-10-15,51.11
192454,2021-10-16,51.11
192455,2021-10-17,51.11
192456,2021-10-18,51.11
192457,2021-10-19,51.1
192458,2021-10-20,51.1
192459,2021-10-21,51.1
192460,2021-10-22,51.09
192461,2021-10-23,51.09
192462,2021-10-24,51.09
192463,2021-10-25,51.09
192464,2021-10-26,51.08
192465,2021-10-27,51.08
192466,2021-10-28,51.08
192467,2021-10-29,51.07
192468,2021-10-30,51.07
192469,2021-10-31,51.07
192470,2021-11-01,51.07
192471,2021-11-02,51.07
192472,2021-11-03,51.06
192473,2021-11-04,51.06
192474,2021-11-05,51.06
192475,2021-11-06,51.05
192476,2021-11-07,51.05
192477,2021-11-08,49.8
192478,2021-11-09,49.8
192479,2021-11-10,49.79
192480,2021-11-11,49.79
192481,2021-11-12,49.78
192482,2021-11-13,49.78
192483,2021-11-14,49.78
192484,2021-11-15,49.77
192485,2021-11-16,50.71
192486,2021-11-17,50.71
192487,2021-11-18,50.7
192488,2021-11-19,50.7
192489,2021-11-20,50.7
192490,2021-11-21,50.69
192491,2021-11-22,50.69
192492,2021-11-23,50.69
192493,2021-11-24,50.68
192494,2021-11-25,50.68
192495,2021-11-26,50.68
192496,2021-11-27,52.57
192497,2021-11-28,52.56
192498,2021-11-29,52.56
192499,2021-11-30,49.08
192500,2021-12-01,49.07
192501,2021-12-02,49.06
192502,2021-12-03,49.05
192503,2021-12-04,49.04
192504,2021-12-05,49.03
192505,2021-12-06,49.02
192506,2021-12-07,49.02
192507,2021-12-08,49.01
192508,2021-12-09,49.0
192509,2021-12-10,48.99
192510,2021-12-11,48.98
192511,2021-12-12,48.98
192512,2021-12-13,48.97
192513,2021-12-14,48.96
192514,2021-12-15,48.95
192515,2021-12-16,48.95
192516,2021-12-17,48.94
192517,2021-12-18,48.94
192518,2021-12-19,48.94
192519,2021-12-20,48.93
192520,2021-12-21,48.93
192521,2021-12-22,48.92
192522,2021-12-23,48.91
192523,2021-12-24,48.91
192524,2021-12-25,48.91
192525,2021-12-26,48.91
192526,2021-12-27,50.47
192527,2021-12-28,50.47
192528,2021-12-29,50.46
192529,2021-12-30,50.45
192530,2021-12-31,48.47
192531,2022-01-01,48.47
192532,2022-01-02,48.47
192533,2022-01-03,48.46
192534,2022-01-04,48.45
192535,2022-01-05,48.44
192536,2022-01-06,48.44
192537,2022-01-07,48.43
192538,2022-01-08,48.42
192539,2022-01-09,48.42
192540,2022-01-10,48.41
192541,2022-01-11,48.4
192542,2022-01-12,48.4
192543,2022-01-13,48.39
192544,2022-01-14,48.39
192545,2022-01-15,48.38
192546,2022-01-16,48.38
192547,2022-01-17,48.37
192548,2022-01-18,48.37
192549,2022-01-19,47.36
192550,2022-01-20,47.35
192551,2022-01-21,47.35
192552,2022-01-22,47.34
192553,2022-01-23,47.34
192554,2022-01-24,47.33
192555,2022-01-25,47.33
192556,2022-01-26,47.32
192557,2022-01-27,47.31
192558,2022-01-28,47.3
192559,2022-01-29,47.3
192560,2022-01-30,47.3
192561,2022-01-31,47.29
192562,2022-02-01,47.28
192563,2022-02-02,47.28
192564,2022-02-03,47.27
192565,2022-02-04,47.26
192566,2022-02-05,47.26
192567,2022-02-06,47.26
192568,2022-02-07,47.25
192569,2022-02-08,47.25
192570,2022-02-09,47.24
192571,2022-02-10,47.23
192572,2022-02-11,47.23
192573,2022-02-12,47.22
192574,2022-02-13,47.22
192575,2022-02-14,47.22
192576,2022-02-15,47.21
192577,2022-02-16,47.21
192578,2022-02-17,47.2
192579,2022-02-18,47.2
192580,2022-02-19,47.2
192581,2022-02-20,47.19
192582,2022-02-21,47.19
192583,2022-02-22,47.19
192584,2022-02-23,47.18
192585,2022-02-24,47.18
192586,2022-02-25,47.17
192587,2022-02-26,47.17
192588,2022-02-27,47.17
192589,2022-02-28,42.5
192590,2022-03-01,42.5
192591,2022-03-02,42.49
192592,2022-03-03,41.12
192593,2022-03-04,41.12
192594,2022-03-05,41.11
192595,2022-03-06,41.11
192596,2022-03-07,41.11
192597,2022-03-08,41.11
192598,2022-03-09,41.1
192599,2022-03-10,41.1
192600,2022-03-11,41.09
192601,2022-03-12,41.09
192602,2022-03-13,41.09
192603,2022-03-14,41.09
192604,2022-03-15,41.09
192605,2022-03-16,43.18
192606,2022-03-17,43.17
192607,2022-03-18,43.17
192608,2022-03-19,43.17
192609,2022-03-20,43.17
192610,2022-03-21,43.16
192611,2022-03-22,43.16
192612,2022-03-23,43.16
192613,2022-03-24,43.16
192614,2022-03-25,43.15
192615,2022-03-26,43.15
192616,2022-03-27,43.15
192617,2022-03-28,43.15
192618,2022-03-29,43.15
192619,2022-03-30,37.89
192620,2022-03-31,37.89
192621,2022-04-01,37.89
192622,2022-04-02,37.89
192623,2022-04-03,37.89
192624,2022-04-04,37.88
192625,2022-04-05,37.88
192626,2022-04-06,37.88
192627,2022-04-07,37.88
192628,2022-04-08,37.88
192629,2022-04-09,37.87
192630,2022-04-10,37.87
192631,2022-04-11,37.87
192632,2022-04-12,37.87
192633,2022-04-13,37.87
192634,2022-04-14,37.87
192635,2022-04-15,37.86
192636,2022-04-16,37.86
192637,2022-04-17,37.86
192638,2022-04-18,37.86
192639,2022-04-19,37.86
192640,2022-04-20,37.86
192641,2022-04-21,36.82
192642,2022-04-22,36.81
192643,2022-04-23,36.81
192644,2022-04-24,36.81
192645,2022-04-25,36.81
192646,2022-04-26,36.81
192647,2022-04-27,36.81
192648,2022-04-28,36.8
192649,2022-04-29,36.8
192650,2022-04-30,36.8
192651,2022-05-01,36.8
192652,2022-05-02,36.8
192653,2022-05-03,36.8
192654,2022-05-04,36.79
192655,2022-05-05,36.79
192656,2022-05-06,36.79
192657,2022-05-07,36.79
192658,2022-05-08,36.79
192659,2022-05-09,36.79
192660,2022-05-10,36.79
192661,2022-05-11,36.01
192662,2022-05-12,36.01
192663,2022-05-13,36.0
192664,2022-05-14,36.0
192665,2022-05-15,36.0
192666,2022-05-16,36.0
192667,2022-05-17,36.0
192668,2022-05-18,36.0
192669,2022-05-19,36.0
192670,2022-05-20,35.99
192671,2022-05-21,35.99
192672,2022-05-22,35.99
192673,2022-05-23,35.99
192674,2022-05-24,35.99
192675,2022-05-25,35.99
192676,2022-05-26,35.99
192677,2022-05-27,35.99
192678,2022-05-28,35.99
192679,2022-05-29,35.98
192680,2022-05-30,35.98
192681,2022-05-31,35.98
192682,2022-06-01,35.98
192683,2022-06-02,35.98
192684,2022-06-03,35.98
192685,2022-06-04,35.98
192686,2022-06-05,39.1
192687,2022-06-06,39.1
192688,2022-06-07,39.1
192689,2022-06-08,39.1
192690,2022-06-09,39.1
192691,2022-06-10,39.1
192692,2022-06-11,39.1
192693,2022-06-12,39.1
192694,2022-06-13,39.1
192695,2022-06-14,39.1
192696,2022-06-15,39.09
192697,2022-06-16,39.09
192698,2022-06-17,39.09
192699,2022-06-18,39.09
192700,2022-06-19,39.09
192701,2022-06-20,39.09
192702,2022-06-21,39.09
192703,2022-06-22,39.09
192704,2022-06-23,39.09
192705,2022-06-24,39.09
192706,2022-06-25,39.09
192707,2022-06-26,39.09
192708,2022-06-27,39.09
192709,2022-06-28,39.08
192710,2022-06-29,39.08
192711,2022-06-30,39.08
192712,2022-07-01,39.08
192713,2022-07-02,39.08
192714,2022-07-03,39.08
192715,2022-07-04,39.08
192716,2022-07-05,39.08
192717,2022-07-06,39.08
192718,2022-07-07,39.08
192719,2022-07-08,38.4
192720,2022-07-09,38.4
192721,2022-07-10,38.4
192722,2022-07-11,38.4
192723,2022-07-12,38.4
192724,2022-07-13,38.39
192725,2022-07-14,38.39
192726,2022-07-15,38.39
192727,2022-07-16,38.39
192728,2022-07-17,38.39
192729,2022-07-18,38.39
192730,2022-07-19,38.39
192731,2022-07-20,38.39
192732,2022-07-21,38.39
192733,2022-07-22,38.39
192734,2022-07-23,38.39
192735,2022-07-24,38.38
192736,2022-07-25,38.38
192737,2022-07-26,38.38
192738,2022-07-27,38.38
192739,2022-07-28,38.38
192740,2022-07-29,38.38
192741,2022-07-30,38.38
192742,2022-07-31,38.38
192743,2022-08-01,38.38
192744,2022-08-02,39.42
192745,2022-08-03,39.42
192746,2022-08-04,39.42
192747,2022-08-05,39.41
192748,2022-08-06,39.41
192749,2022-08-07,39.41
192750,2022-08-08,39.41
192751,2022-08-09,39.41
192752,2022-08-10,39.41
192753,2022-08-11,39.41
192754,2022-08-12,39.41
192755,2022-08-13,39.41
192756,2022-08-14,39.41
192757,2022-08-15,39.41
192758,2022-08-16,39.41
192759,2022-08-17,34.72
192760,2022-08-18,34.72
192761,2022-08-19,34.71
192762,2022-08-20,34.71
192763,2022-08-21,34.71
192764,2022-08-22,34.71
192765,2022-08-23,34.71
192766,2022-08-24,34.71
192767,2022-08-25,34.71
192768,2022-08-26,34.71
192769,2022-08-27,34.71
192770,2022-08-28,34.71
192771,2022-08-29,34.71
192772,2022-08-30,34.71
192773,2022-08-31,34.71
192774,2022-09-01,34.71
192775,2022-09-02,34.71
192776,2022-09-03,34.71
192777,2022-09-04,34.71
192778,2022-09-05,34.71
192779,2022-09-06,34.71
192780,2022-09-07,34.7
192781,2022-09-08,34.7
192782,2022-09-09,34.7
192783,2022-09-10,34.7
192784,2022-09-11,34.7
192785,2022-09-12,34.7
192786,2022-09-13,34.7
192787,2022-09-14,34.7
192788,2022-09-15,34.7
192789,2022-09-16,34.69
192790,2022-09-17,34.69
192791,2022-09-18,34.69
192792,2022-09-19,34.69
192793,2022-09-20,34.69
192794,2022-09-21,34.69
192795,2022-09-22,34.69
192796,2022-09-23,34.69
192797,2022-09-24,34.68
192798,2022-09-25,34.68
192799,2022-09-26,34.68
192800,2022-09-27,34.68
192801,2022-09-28,34.68
192802,2022-09-29,34.68
192803,2022-09-30,34.68
192804,2022-10-01,34.68
192805,2022-10-02,34.68
192806,2022-10-03,34.67
192807,2022-10-04,34.67
192808,2022-10-05,34.67
192809,2022-10-06,34.67
192810,2022-10-07,34.67
192811,2022-10-08,34.67
192812,2022-10-09,34.67
192813,2022-10-10,34.67
192814,2022-10-11,34.66
192815,2022-10-12,34.66
192816,2022-10-13,34.66
192817,2022-10-14,34.66
192818,2022-10-15,34.66
192819,2022-10-16,34.66
192820,2022-10-17,34.66
192821,2022-10-18,34.66
192822,2022-10-19,34.65
192823,2022-10-20,34.65
192824,2022-10-21,34.65
192825,2022-10-22,34.65
192826,2022-10-23,34.65
192827,2022-10-24,34.65
192828,2022-10-25,34.65
192829,2022-10-26,34.65
192830,2022-10-27,34.64
192831,2022-10-28,34.64
192832,2022-10-29,34.64
192833,2022-10-30,34.64
192834,2022-10-31,34.64
192835,2022-11-01,37.28
192836,2022-11-02,37.28
192837,2022-11-03,37.28
192838,2022-11-04,37.28
192839,2022-11-05,37.28
192840,2022-11-06,37.28
192841,2022-11-07,37.28
192842,2022-11-08,37.28
192843,2022-11-09,37.27
192844,2022-11-10,37.27
192845,2022-11-11,37.27
192846,2022-11-12,37.27
192847,2022-11-13,37.27
192848,2022-11-14,37.27
192849,2022-11-15,37.27
192850,2022-11-16,37.27
192851,2022-11-17,37.27
192852,2022-11-18,37.27
192853,2022-11-19,37.27
192854,2022-11-20,37.27
192855,2022-11-21,37.27
192856,2022-11-22,37.27
192857,2022-11-23,37.27
192858,2022-11-24,37.27
192859,2022-11-25,37.26
192860,2022-11-26,37.26
192861,2022-11-27,37.26
192862,2022-11-28,37.26
192863,2022-11-29,37.26
192864,2022-11-30,37.26
192865,2022-12-01,37.26
192866,2022-12-02,37.26
192867,2022-12-03,37.26
192868,2022-12-04,37.26
192869,2022-12-05,37.26
192870,2022-12-06,37.26
192871,2022-12-07,37.26
192872,2022-12-08,37.26
192873,2022-12-09,37.26
192874,2022-12-10,37.26
192875,2022-12-11,37.26
192876,2022-12-12,37.26
192877,2022-12-13,37.26
192878,2022-12-14,37.26
192879,2022-12-15,37.25
192880,2022-12-16,37.25
192881,2022-12-17,37.25
192882,2022-12-18,37.25
192883,2022-12-19,37.25
192884,2022-12-20,37.25
192885,2022-12-21,37.25
192886,2022-12-22,37.25
192887,2022-12-23,37.25
192888,2022-12-24,37.25
192889,2022-12-25,37.25
192890,2022-12-26,37.25
192891,2022-12-27,37.25
192892,2022-12-28,37.25
192893,2022-12-29,37.25
192894,2022-12-30,37.25
192895,2022-12-31,38.03
