,country_name,date,school_closing_c1m,workplace_closing_c2m,public_events_cancel_c3m,restrictions_on_gatherings_c4m,public_transpor_closing_c5m,stay_home_requirement_c6m,restrictions_internal_movement_c7m,international_travel_controls_c8ev,income_support_e1,debt_contract_relief_e2,public_information_campaigns_h1,testing_policy_h2,contact_tracing_h3,vaccines_investment_h5,facial_coverings_h6m,vaccination_policy_h7,protection_elderly_people_h8m,vaccine_prioritisation_s_v1,vaccine_availabitlity_s_v2a,vaccine_financial_support_s_v3,confirmed_cases,confirmed_deaths,majority_vaccinated,population_vaccinated,stringency_index_average,goverment_response_index_average,containment_health_index_average,economic_support_index
35093,China,2020-01-22,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0,0,0,547.0,17.0,NV,0.0,26.39,27.08,30.95,0.0
35094,China,2020-01-23,0.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0,0,0,639.0,18.0,NV,0.0,44.91,37.5,42.86,0.0
35095,China,2020-01-24,0.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0,0,0,916.0,26.0,NV,0.0,44.91,37.5,42.86,0.0
35096,China,2020-01-25,0.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0,0,0,1399.0,42.0,NV,0.0,47.69,39.06,44.64,0.0
35097,China,2020-01-26,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0,0,0,2062.0,56.0,NV,0.0,69.91,51.56,58.93,0.0
35098,China,2020-01-27,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0,0,0,2863.0,82.0,NV,0.0,69.91,51.56,58.93,0.0
35099,China,2020-01-28,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,5494.0,131.0,NV,0.0,69.91,55.73,63.69,0.0
35100,China,2020-01-29,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,6070.0,133.0,NV,0.0,69.91,55.73,63.69,0.0
35101,China,2020-01-30,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,8124.0,171.0,NV,0.0,69.91,55.73,63.69,0.0
35102,China,2020-01-31,3.0,3.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,9783.0,213.0,NV,0.0,69.91,55.73,63.69,0.0
35103,China,2020-02-01,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,11871.0,259.0,NV,0.0,77.31,59.9,68.45,0.0
35104,China,2020-02-02,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,16607.0,361.0,NV,0.0,77.31,59.9,68.45,0.0
35105,China,2020-02-03,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,19693.0,425.0,NV,0.0,77.31,59.9,68.45,0.0
35106,China,2020-02-04,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,23680.0,490.0,NV,0.0,77.31,59.9,68.45,0.0
35107,China,2020-02-05,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,27409.0,562.0,NV,0.0,77.31,59.9,68.45,0.0
35108,China,2020-02-06,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,30553.0,632.0,NV,0.0,77.31,59.9,68.45,0.0
35109,China,2020-02-07,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,34075.0,717.0,NV,0.0,77.31,59.9,68.45,0.0
35110,China,2020-02-08,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,36778.0,804.0,NV,0.0,77.31,59.9,68.45,0.0
35111,China,2020-02-09,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,39790.0,904.0,NV,0.0,77.31,59.9,68.45,0.0
35112,China,2020-02-10,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,42306.0,1011.0,NV,0.0,75.46,58.85,67.26,0.0
35113,China,2020-02-11,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,44327.0,1111.0,NV,0.0,75.46,58.85,67.26,0.0
35114,China,2020-02-12,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,44699.0,1116.0,NV,0.0,75.46,58.85,67.26,0.0
35115,China,2020-02-13,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,59832.0,1368.0,NV,0.0,75.46,58.85,67.26,0.0
35116,China,2020-02-14,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,66292.0,1520.0,NV,0.0,75.46,58.85,67.26,0.0
35117,China,2020-02-15,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,0,0,0,68347.0,1662.0,NV,0.0,75.46,58.85,67.26,0.0
35118,China,2020-02-16,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,70446.0,1765.0,NV,0.0,75.46,60.94,69.64,0.0
35119,China,2020-02-17,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,72364.0,1863.0,NV,0.0,75.46,60.94,69.64,0.0
35120,China,2020-02-18,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,74139.0,2002.0,NV,0.0,75.46,60.94,69.64,0.0
35121,China,2020-02-19,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,74546.0,2114.0,NV,0.0,75.46,60.94,69.64,0.0
35122,China,2020-02-20,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,74999.0,2236.0,NV,0.0,75.46,60.94,69.64,0.0
35123,China,2020-02-21,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,75472.0,2236.0,NV,0.0,75.46,60.94,69.64,0.0
35124,China,2020-02-22,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,76922.0,2441.0,NV,0.0,75.46,60.94,69.64,0.0
35125,China,2020-02-23,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,76938.0,2443.0,NV,0.0,75.46,60.94,69.64,0.0
35126,China,2020-02-24,3.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,77152.0,2593.0,NV,0.0,75.46,60.94,69.64,0.0
35127,China,2020-02-25,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,77660.0,2663.0,NV,0.0,81.02,64.06,73.21,0.0
35128,China,2020-02-26,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,78065.0,2715.0,NV,0.0,81.02,64.06,73.21,0.0
35129,China,2020-02-27,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,78498.0,2744.0,NV,0.0,81.02,64.06,73.21,0.0
35130,China,2020-02-28,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,78824.0,2788.0,NV,0.0,81.02,64.06,73.21,0.0
35131,China,2020-02-29,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,79251.0,2835.0,NV,0.0,81.02,64.06,73.21,0.0
35132,China,2020-03-01,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,79826.0,2870.0,NV,0.0,81.02,64.06,73.21,0.0
35133,China,2020-03-02,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0,0,0,80026.0,2912.0,NV,0.0,81.02,64.06,73.21,0.0
