,country_name,date,school_closing_c1m,workplace_closing_c2m,public_events_cancel_c3m,restrictions_on_gatherings_c4m,public_transpor_closing_c5m,stay_home_requirement_c6m,restrictions_internal_movement_c7m,international_travel_controls_c8ev,income_support_e1,debt_contract_relief_e2,public_information_campaigns_h1,testing_policy_h2,contact_tracing_h3,vaccines_investment_h5,facial_coverings_h6m,vaccination_policy_h7,protection_elderly_people_h8m,vaccine_prioritisation_s_v1,vaccine_availabitlity_s_v2a,vaccine_financial_support_s_v3,confirmed_cases,confirmed_deaths,majority_vaccinated,population_vaccinated,stringency_index_average,goverment_response_index_average,containment_health_index_average,economic_support_index
35724,China,2021-10-14,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,107951.0,4859.0,V,73.49,79.17,79.43,81.85,62.5
35725,China,2021-10-15,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,107987.0,4859.0,V,73.49,73.61,76.3,78.27,62.5
35726,China,2021-10-16,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108021.0,4861.0,V,73.49,73.61,76.3,78.27,62.5
35727,China,2021-10-17,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108055.0,4861.0,V,73.49,73.61,76.3,78.27,62.5
35728,China,2021-10-18,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108084.0,4861.0,V,73.49,73.61,76.3,78.27,62.5
35729,China,2021-10-19,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108129.0,4862.0,V,73.49,79.17,79.43,81.85,62.5
35730,China,2021-10-20,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108168.0,4862.0,V,73.49,79.17,79.43,81.85,62.5
35731,China,2021-10-21,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108241.0,4863.0,V,73.49,79.17,79.43,81.85,62.5
35732,China,2021-10-22,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108311.0,4864.0,V,73.49,79.17,79.43,81.85,62.5
35733,China,2021-10-23,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108369.0,4864.0,V,74.87,79.17,79.43,81.85,62.5
35734,China,2021-10-24,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108417.0,4864.0,V,74.87,79.17,79.43,81.85,62.5
35735,China,2021-10-25,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108468.0,4864.0,V,74.87,79.17,79.43,81.85,62.5
35736,China,2021-10-26,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108547.0,4865.0,V,74.87,79.17,79.43,81.85,62.5
35737,China,2021-10-27,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108603.0,4865.0,V,74.87,79.17,79.43,81.85,62.5
35738,China,2021-10-28,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108688.0,4865.0,V,74.87,79.17,79.43,81.85,62.5
35739,China,2021-10-29,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108781.0,4865.0,V,75.07,79.17,79.43,81.85,62.5
35740,China,2021-10-30,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108870.0,4865.0,V,75.07,79.17,79.43,81.85,62.5
35741,China,2021-10-31,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,108973.0,4866.0,V,75.07,79.17,79.43,81.85,62.5
35742,China,2021-11-01,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109053.0,4868.0,V,75.07,79.17,79.43,81.85,62.5
35743,China,2021-11-02,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109167.0,4868.0,V,75.07,79.17,79.43,81.85,62.5
35744,China,2021-11-03,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109285.0,4868.0,V,75.07,79.17,79.43,81.85,62.5
35745,China,2021-11-04,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109391.0,4868.0,V,75.07,79.17,79.43,81.85,62.5
35746,China,2021-11-05,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109488.0,4868.0,V,75.21,79.17,79.43,81.85,62.5
35747,China,2021-11-06,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109578.0,4869.0,V,75.21,79.17,79.43,81.85,62.5
35748,China,2021-11-07,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109696.0,4870.0,V,75.21,79.17,79.43,81.85,62.5
35749,China,2021-11-08,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109783.0,4870.0,V,75.21,79.17,79.43,81.85,62.5
35750,China,2021-11-09,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109899.0,4870.0,V,75.21,79.17,79.43,81.85,62.5
35751,China,2021-11-10,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,109994.0,4872.0,V,75.21,79.17,79.43,81.85,62.5
35752,China,2021-11-11,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110109.0,4872.0,V,75.21,79.17,79.43,81.85,62.5
35753,China,2021-11-12,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110203.0,4873.0,V,75.31,79.17,79.43,81.85,62.5
35754,China,2021-11-13,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110293.0,4873.0,V,75.31,79.17,79.43,81.85,62.5
35755,China,2021-11-14,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110368.0,4873.0,V,75.31,79.17,79.43,81.85,62.5
35756,China,2021-11-15,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110391.0,4873.0,V,75.31,79.17,79.43,81.85,62.5
35757,China,2021-11-16,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110430.0,4873.0,V,75.31,79.17,79.43,81.85,62.5
35758,China,2021-11-17,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110478.0,4873.0,V,75.31,79.17,79.43,81.85,62.5
35759,China,2021-11-18,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110522.0,4873.0,V,75.31,79.17,79.43,81.85,62.5
35760,China,2021-11-19,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110568.0,4873.0,V,75.48,79.17,79.43,81.85,62.5
35761,China,2021-11-20,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110600.0,4873.0,V,75.48,79.17,79.43,81.85,62.5
35762,China,2021-11-21,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110645.0,4873.0,V,75.48,79.17,79.43,81.85,62.5
35763,China,2021-11-22,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110688.0,4873.0,V,75.48,79.17,79.43,81.85,62.5
35764,China,2021-11-23,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110725.0,4874.0,V,75.48,79.17,79.43,81.85,62.5
35765,China,2021-11-24,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110764.0,4875.0,V,75.48,79.17,79.43,81.85,62.5
35766,China,2021-11-25,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110799.0,4875.0,V,75.48,79.17,79.43,81.85,62.5
35767,China,2021-11-26,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110841.0,4875.0,V,75.48,79.17,79.43,81.85,62.5
35768,China,2021-11-27,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110875.0,4875.0,V,75.48,79.17,79.43,81.85,62.5
35769,China,2021-11-28,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110937.0,4876.0,V,75.48,79.17,79.43,81.85,62.5
35770,China,2021-11-29,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,110994.0,4876.0,V,77.88,79.17,79.43,81.85,62.5
35771,China,2021-11-30,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111125.0,4876.0,V,77.88,79.17,79.43,81.85,62.5
35772,China,2021-12-01,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111209.0,4876.0,V,77.88,79.17,79.43,81.85,62.5
35773,China,2021-12-02,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111317.0,4876.0,V,77.88,79.17,79.43,81.85,62.5
35774,China,2021-12-03,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111431.0,4876.0,V,78.9,79.17,79.43,81.85,62.5
35775,China,2021-12-04,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111505.0,4877.0,V,78.9,79.17,79.43,81.85,62.5
35776,China,2021-12-05,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111585.0,4877.0,V,78.9,79.17,79.43,81.85,62.5
35777,China,2021-12-06,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111719.0,4877.0,V,78.9,79.17,79.43,81.85,62.5
35778,China,2021-12-07,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111798.0,4878.0,V,78.9,79.17,79.43,81.85,62.5
35779,China,2021-12-08,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111899.0,4878.0,V,78.9,79.17,79.43,81.85,62.5
35780,China,2021-12-09,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,111994.0,4878.0,V,78.9,79.17,79.43,81.85,62.5
35781,China,2021-12-10,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,112114.0,4878.0,V,81.53,79.17,79.43,81.85,62.5
35782,China,2021-12-11,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,112191.0,4878.0,V,81.53,79.17,79.43,81.85,62.5
35783,China,2021-12-12,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,112291.0,4878.0,V,81.53,79.17,79.43,81.85,62.5
35784,China,2021-12-13,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,112358.0,4879.0,V,81.53,79.17,79.43,81.85,62.5
35785,China,2021-12-14,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,112440.0,4881.0,V,81.53,79.17,79.43,81.85,62.5
35786,China,2021-12-15,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,112539.0,4882.0,V,81.53,79.17,79.43,81.85,62.5
35787,China,2021-12-16,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,112633.0,4882.0,V,81.53,79.17,79.43,81.85,62.5
35788,China,2021-12-17,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,112773.0,4882.0,V,83.2,79.17,79.43,81.85,62.5
35789,China,2021-12-18,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,112880.0,4882.0,V,83.2,79.17,79.43,81.85,62.5
35790,China,2021-12-19,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,113020.0,4884.0,V,83.7,79.17,79.43,81.85,62.5
35791,China,2021-12-20,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,113085.0,4886.0,V,83.7,79.17,79.43,81.85,62.5
35792,China,2021-12-21,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,113217.0,4887.0,V,83.7,79.17,79.43,81.85,62.5
35793,China,2021-12-22,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,113333.0,4887.0,V,83.7,79.17,79.43,81.85,62.5
35794,China,2021-12-23,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,113438.0,4888.0,V,83.7,79.17,79.43,81.85,62.5
35795,China,2021-12-24,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,113601.0,4888.0,V,83.7,79.17,79.43,81.85,62.5
35796,China,2021-12-25,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,113662.0,4889.0,V,84.39,79.17,79.43,81.85,62.5
35797,China,2021-12-26,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,113893.0,4889.0,V,84.39,79.17,79.43,81.85,62.5
35798,China,2021-12-27,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,114261.0,4889.0,V,84.39,79.17,79.43,81.85,62.5
35799,China,2021-12-28,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,114479.0,4889.0,V,84.68,79.17,79.43,81.85,62.5
35800,China,2021-12-29,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,114694.0,4889.0,V,84.68,79.17,79.43,81.85,62.5
35801,China,2021-12-30,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,114914.0,4890.0,V,84.68,79.17,79.43,81.85,62.5
35802,China,2021-12-31,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,115168.0,4890.0,V,84.68,79.17,79.43,81.85,62.5
35803,China,2022-01-01,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,115386.0,4890.0,V,84.68,79.17,79.43,81.85,62.5
35804,China,2022-01-02,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,115487.0,4890.0,V,84.68,79.17,79.43,81.85,62.5
35805,China,2022-01-03,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,115795.0,4891.0,V,84.68,79.17,79.43,81.85,62.5
35806,China,2022-01-04,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,115931.0,4891.0,V,84.68,79.17,79.43,81.85,62.5
35807,China,2022-01-05,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,116186.0,4891.0,V,84.68,79.17,79.43,81.85,62.5
35808,China,2022-01-06,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,116369.0,4892.0,V,85.07,79.17,79.43,81.85,62.5
35809,China,2022-01-07,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,116547.0,4893.0,V,85.27,79.17,79.43,81.85,62.5
35810,China,2022-01-08,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,116757.0,4894.0,V,85.27,79.17,79.43,81.85,62.5
35811,China,2022-01-09,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,116945.0,4896.0,V,85.27,79.17,79.43,81.85,62.5
35812,China,2022-01-10,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,117175.0,4896.0,V,85.27,79.17,79.43,81.85,62.5
35813,China,2022-01-11,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,117438.0,4898.0,V,85.27,79.17,79.43,81.85,62.5
35814,China,2022-01-12,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,117656.0,4898.0,V,85.27,79.17,79.43,81.85,62.5
35815,China,2022-01-13,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,117882.0,4898.0,V,85.27,79.17,79.43,81.85,62.5
35816,China,2022-01-14,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,118080.0,4899.0,V,85.6,79.17,79.43,81.85,62.5
35817,China,2022-01-15,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,118218.0,4900.0,V,85.6,79.17,79.43,81.85,62.5
35818,China,2022-01-16,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,118481.0,4901.0,V,85.6,79.17,79.43,81.85,62.5
35819,China,2022-01-17,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,118669.0,4901.0,V,85.6,79.17,79.43,81.85,62.5
35820,China,2022-01-18,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,118783.0,4902.0,V,85.6,79.17,79.43,81.85,62.5
35821,China,2022-01-19,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,118882.0,4902.0,V,85.6,79.17,79.43,81.85,62.5
35822,China,2022-01-20,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,118973.0,4903.0,V,85.6,79.17,79.43,81.85,62.5
35823,China,2022-01-21,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119065.0,4903.0,V,85.87,79.17,79.43,81.85,62.5
35824,China,2022-01-22,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119158.0,4903.0,V,85.87,79.17,79.43,81.85,62.5
35825,China,2022-01-23,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119232.0,4903.0,V,85.87,79.17,79.43,81.85,62.5
35826,China,2022-01-24,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119298.0,4903.0,V,85.87,75.46,77.34,79.46,62.5
35827,China,2022-01-25,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119380.0,4904.0,V,85.87,79.17,79.43,81.85,62.5
35828,China,2022-01-26,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119504.0,4904.0,V,85.87,79.17,79.43,81.85,62.5
35829,China,2022-01-27,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119615.0,4904.0,V,85.87,79.17,79.43,81.85,62.5
35830,China,2022-01-28,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119725.0,4904.0,V,86.08,79.17,79.43,81.85,62.5
35831,China,2022-01-29,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119836.0,4904.0,V,86.08,79.17,79.43,81.85,62.5
35832,China,2022-01-30,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,119955.0,4905.0,V,86.08,79.17,79.43,81.85,62.5
35833,China,2022-01-31,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,120069.0,4906.0,V,86.08,79.17,79.43,81.85,62.5
35834,China,2022-02-01,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,120159.0,4906.0,V,86.08,79.17,79.43,81.85,62.5
35835,China,2022-02-02,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,120224.0,4906.0,V,86.08,79.17,79.43,81.85,62.5
35836,China,2022-02-03,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,120345.0,4906.0,V,86.08,79.17,79.43,81.85,62.5
35837,China,2022-02-04,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,120422.0,4906.0,V,86.08,79.17,79.43,81.85,62.5
35838,China,2022-02-05,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,2,3,5,120518.0,4907.0,V,86.08,79.17,79.43,81.85,62.5
